,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Competition General,Date,Match
44,Ecuador,22 Alexander Domínguez,3 Frickson Erazo,2 Arturo Mina,10 Wálter Ayoví,4 Juan Carlos Paredes,18 Carlos Gruezo,6 Christian Noboa,7 Jefferson Montero,16 Antonio Valencia,17 Jaime Ayoví,13 Enner Valencia,8 Fernando Gaibor,19 Juan Cazares,9 Fidel Martínez,-,-,1 Máximo Banguera,12 Esteban Dreer,20 Robert Arboleda,5 Cristian Ramírez,15 Pedro Larrea,23 Miler Bolaños,11 Michael Arroyo,14 Ángel Mena,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 12, 2016",Ecuador vs Haiti
44,Haiti,1 Johny Placide,3 Mechack Jérôme,5 Romain Genevois,4 Kim Jaggy,6 Stéphane Lambese,13 Kevin Lafrance,14 James Marcelin,15 Sony Nordé,21 Jean-Eudes Maurice,9 Kervens Belfort,20 Duckens Nazon,16 Jean-Marc Alexandre,19 Max Hilaire,10 Jeff Louis,-,-,12 Steward Ceus,23 Valendi Odelus,18 Judelín Aveska,7 Wilde-Donald Guerrier,22 Alex Júnior,2 Jean Sony Alcénat,8 Réginal Goreux,17 Soni Mustivar,11 Pascal Millien,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 12, 2016",Ecuador vs Haiti
45,Brazil,1 Alisson,3 Miranda,4 Gil,6 Filipe Luís,2 Dani Alves,8 Elias,18 Renato Augusto,10 Lucas Lima,22 Philippe Coutinho,19 Willian,11 Gabriel Barbosa,21 Hulk,-,-,-,-,12 Diego Alves,23 Marcelo Grohe,13 Marquinhos,14 Rodrigo Caio,16 Douglas Santos,15 Fabinho,17 Walace,7 Ganso,20 Lucas Moura,9 Jonas,-,-,-,-,-,Copa America 2016,Copa America,"Jun 12, 2016",Brazil vs Peru
45,Peru,1 Pedro Gallese,2 Alberto Rodríguez,15 Christian Ramos,6 Miguel Trauco,3 Aldo Corzo,5 Adán Balbín,16 Óscar Vílchez,10 Christian Cueva,20 Edison Flores,8 Andy Polo,9 Paolo Guerrero,13 Renato Tapia,19 Yoshimar Yotún,11 Raúl Ruidíaz,-,-,12 Diego Penny,23 Carlos Cáceda,17 Luis Abram,4 Renzo Revoredo,22 Jair Céspedes,14 Armando Alfageme,18 Cristian Benavente,7 Beto da Silva,21 Alejandro Hohberg,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 12, 2016",Brazil vs Peru
46,Jamaica,1 Andre Blake,21 Jermaine Taylor,19 Adrian Mariappa,20 Kemar Lawrence,15 Je-Vaughn Watson,3 Michael Hector,17 Rodolph Austin,10 Jobi McAnuff,22 Garath McCleary,8 Clayton Donaldson,9 Giles Barnes,4 Wes Morgan,12 Michael Binns,16 Lee Williamson,-,-,13 Duwayne Kerr,23 Ryan Thompson,2 Damano Solomon,5 Rosario Harriott,11 Andrew Vanzie,7 Chevone Marsh,18 Joel Grant,6 Dever Orgill,14 Allan Ottey,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 5, 2016",Jamaica vs Venezuela
46,Venezuela,12 Dani Hernández,4 Oswaldo Vizcarrondo,2 Wilker Ángel,20 Rolf Feltscher,16 Roberto Rosales,5 Arquímedes Figuera,8 Tomás Rincón,15 Alejandro Guerra,13 Luis Manuel Seijas,9 Salomón Rondón,17 Josef Martínez,21 Alexander González,10 Rómulo Otero,18 Adalberto Peñaranda,-,-,1 José Contreras,23 Wuilker Fariñez,3 Mikel Villanueva,6 Sema Velázquez,14 Carlos Suárez,22 Yangel Herrera,11 Juanpi,7 Yonathan Del Valle,19 Christian Santos,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 5, 2016",Jamaica vs Venezuela
47,Mexico,12 Alfredo Talavera,15 Héctor Moreno,2 Néstor Araújo,4 Rafa Márquez,5 Diego Reyes,7 Miguel Layún,18 Andrés Guardado,16 Héctor Herrera,11 Javier Aquino,10 Jesús Corona,14 Chicharito,20 Jesús Dueñas,8 Hirving Lozano,9 Raúl Jiménez,-,-,1 Jesús Corona,13 Guillermo Ochoa,3 Yasser Corona,6 Jorge Torres Nilo,22 Paul Aguilar,23 Jesús Molina,21 Carlos Peña,19 Oribe Peralta,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 5, 2016",Mexico vs Uruguay
47,Uruguay,1 Fernando Muslera,2 José María Giménez,3 Diego Godín,6 Álvaro Pereira,16 Maximiliano Pereira,17 Egidio Arévalo Ríos,15 Matías Vecino,14 Nicolás Lodeiro,5 Carlos Sánchez,21 Edinson Cavani,22 Diego Rolán,10 Gastón Ramírez,20 Álvaro González,8 Abel Hernández,-,-,12 Martín Campaña,23 Martín Silva,19 Gastón Silva,13 Mauricio Victorino,7 Diego Laxalt,4 Jorge Fucile,18 Mathías Corujo,11 Cristhian Stuani,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 5, 2016",Mexico vs Uruguay
48,Uruguay,1 Fernando Muslera,2 José María Giménez,3 Diego Godín,19 Gastón Silva,16 Maximiliano Pereira,17 Egidio Arévalo Ríos,20 Álvaro González,10 Gastón Ramírez,5 Carlos Sánchez,11 Cristhian Stuani,21 Edinson Cavani,18 Mathías Corujo,14 Nicolás Lodeiro,22 Diego Rolán,-,-,12 Martín Campaña,23 Martín Silva,13 Mauricio Victorino,6 Álvaro Pereira,7 Diego Laxalt,4 Jorge Fucile,8 Abel Hernández,-,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 9, 2016",Uruguay vs Venezuela
48,Venezuela,12 Dani Hernández,4 Oswaldo Vizcarrondo,2 Wilker Ángel,20 Rolf Feltscher,16 Roberto Rosales,5 Arquímedes Figuera,8 Tomás Rincón,18 Adalberto Peñaranda,15 Alejandro Guerra,9 Salomón Rondón,17 Josef Martínez,21 Alexander González,13 Luis Manuel Seijas,10 Rómulo Otero,-,-,1 José Contreras,23 Wuilker Fariñez,3 Mikel Villanueva,6 Sema Velázquez,14 Carlos Suárez,22 Yangel Herrera,11 Juanpi,7 Yonathan Del Valle,19 Christian Santos,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 9, 2016",Uruguay vs Venezuela
49,Mexico,13 Guillermo Ochoa,3 Yasser Corona,2 Néstor Araújo,15 Héctor Moreno,20 Jesús Dueñas,4 Rafa Márquez,7 Miguel Layún,16 Héctor Herrera,10 Jesús Corona,9 Raúl Jiménez,14 Chicharito,23 Jesús Molina,8 Hirving Lozano,19 Oribe Peralta,-,-,1 Jesús Corona,12 Alfredo Talavera,5 Diego Reyes,6 Jorge Torres Nilo,11 Javier Aquino,22 Paul Aguilar,21 Carlos Peña,17 Cándido Ramírez,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 9, 2016",Mexico vs Jamaica
49,Jamaica,1 Andre Blake,21 Jermaine Taylor,4 Wes Morgan,15 Je-Vaughn Watson,19 Adrian Mariappa,3 Michael Hector,16 Lee Williamson,22 Garath McCleary,10 Jobi McAnuff,8 Clayton Donaldson,9 Giles Barnes,12 Michael Binns,6 Dever Orgill,-,-,-,13 Duwayne Kerr,23 Ryan Thompson,2 Damano Solomon,20 Kemar Lawrence,5 Rosario Harriott,11 Andrew Vanzie,7 Chevone Marsh,18 Joel Grant,14 Allan Ottey,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 9, 2016",Mexico vs Jamaica
50,Mexico,1 Jesús Corona,15 Héctor Moreno,5 Diego Reyes,6 Jorge Torres Nilo,22 Paul Aguilar,23 Jesús Molina,18 Andrés Guardado,16 Héctor Herrera,11 Javier Aquino,8 Hirving Lozano,19 Oribe Peralta,7 Miguel Layún,10 Jesús Corona,14 Chicharito,-,-,12 Alfredo Talavera,13 Guillermo Ochoa,3 Yasser Corona,2 Néstor Araújo,4 Rafa Márquez,20 Jesús Dueñas,21 Carlos Peña,17 Cándido Ramírez,9 Raúl Jiménez,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 13, 2016",Mexico vs Venezuela
50,Venezuela,12 Dani Hernández,2 Wilker Ángel,6 Sema Velázquez,20 Rolf Feltscher,21 Alexander González,8 Tomás Rincón,13 Luis Manuel Seijas,18 Adalberto Peñaranda,15 Alejandro Guerra,7 Yonathan Del Valle,19 Christian Santos,10 Rómulo Otero,9 Salomón Rondón,17 Josef Martínez,-,-,1 José Contreras,23 Wuilker Fariñez,3 Mikel Villanueva,4 Oswaldo Vizcarrondo,16 Roberto Rosales,14 Carlos Suárez,22 Yangel Herrera,11 Juanpi,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 13, 2016",Mexico vs Venezuela
51,Uruguay,1 Fernando Muslera,2 José María Giménez,3 Diego Godín,19 Gastón Silva,16 Maximiliano Pereira,17 Egidio Arévalo Ríos,20 Álvaro González,14 Nicolás Lodeiro,5 Carlos Sánchez,8 Abel Hernández,21 Edinson Cavani,18 Mathías Corujo,10 Gastón Ramírez,15 Matías Vecino,-,-,12 Martín Campaña,23 Martín Silva,13 Mauricio Victorino,6 Álvaro Pereira,7 Diego Laxalt,4 Jorge Fucile,11 Cristhian Stuani,22 Diego Rolán,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 13, 2016",Uruguay vs Jamaica
51,Jamaica,1 Andre Blake,21 Jermaine Taylor,4 Wes Morgan,15 Je-Vaughn Watson,19 Adrian Mariappa,3 Michael Hector,16 Lee Williamson,10 Jobi McAnuff,22 Garath McCleary,8 Clayton Donaldson,9 Giles Barnes,17 Rodolph Austin,12 Michael Binns,6 Dever Orgill,-,-,13 Duwayne Kerr,23 Ryan Thompson,2 Damano Solomon,5 Rosario Harriott,11 Andrew Vanzie,7 Chevone Marsh,18 Joel Grant,14 Allan Ottey,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 13, 2016",Uruguay vs Jamaica
52,Panama,1 Jaime Penedo,3 Hárold Cummings,23 Felipe Baloy,5 Roderick Miller,13 Adolfo Machado,20 Aníbal Godoy,6 Gabriel Gómez,19 Alberto Quintero,11 Armando Cooper,8 Gaby Torres,7 Blas Pérez,17 Luis Henríquez,10 Luis Tejada,16 Abdiel Arroyo,-,-,22 José Calderón,12 Álex Rodríguez,4 Fidel Escobar,15 Martín Gómez,21 Amílcar Henríquez,2 Miguel Camargo,18 Ricardo Buitrago,14 Valentín Pimentel,9 Roberto Nurse,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 6, 2016",Panama vs Bolivia
52,Bolivia,1 Carlos Lampe,5 Nelson Cabrera,21 Ronald Eguino,22 Edward Zenteno,17 Marvin Bejarano,4 Diego Bejarano,15 Pedro Azogue,20 Fernando Saucedo,8 Martin Smedberg Dalence,7 Juan Carlos Arce,9 Yasmani Duk,13 Alejandro Meleán,10 Jhasmani Campos,18 Rodrigo Ramallo,-,-,12 Romel Quiñónez,23 Guillermo Viscarra,3 Luis Gutiérrez,16 Cristhian Machado,6 Wálter Veizaga,14 Raúl Castro,2 Erwin Saavedra,19 Carmelo Algarañaz,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 6, 2016",Panama vs Bolivia
53,Argentina,1 Sergio Romero,13 Ramiro Funes Mori,17 Nicolás Otamendi,16 Marcos Rojo,4 Gabriel Mercado,14 Javier Mascherano,8 Augusto Fernández,19 Éver Banega,7 Ángel Di María,20 Nico Gaitán,9 Gonzalo Higuaín,5 Matías Kranevitter,18 Erik Lamela,11 Sergio Agüero,-,-,12 Nahuel Guzmán,23 Mariano Andújar,15 Victor Cuesta,2 Jonatan Maidana,3 Facundo Roncaglia,6 Lucas Biglia,21 Javier Pastore,22 Ezequiel Lavezzi,10 Lionel Messi,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 6, 2016",Argentina vs Chile
53,Chile,1 Claudio Bravo,17 Gary Medel,18 Gonzalo Jara,2 Eugenio Mena,4 Mauricio Isla,21 Marcelo Díaz,8 Arturo Vidal,20 Charles Aránguiz,15 Jean Beausejour,7 Alexis Sánchez,11 Eduardo Vargas,6 José Pedro Fuenzalida,19 Fabián Orellana,9 Mauricio Pinilla,-,-,12 Cristopher Toselli,23 Johnny Herrera,3 Enzo Roco,5 Francisco Silva,13 Erick Pulgar,10 Pablo Hernández,14 Mark González,22 Edson Puch,16 Nicolás Castillo,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 6, 2016",Argentina vs Chile
54,Chile,1 Claudio Bravo,17 Gary Medel,18 Gonzalo Jara,15 Jean Beausejour,4 Mauricio Isla,10 Pablo Hernández,8 Arturo Vidal,20 Charles Aránguiz,7 Alexis Sánchez,19 Fabián Orellana,9 Mauricio Pinilla,6 José Pedro Fuenzalida,22 Edson Puch,11 Eduardo Vargas,-,-,12 Cristopher Toselli,23 Johnny Herrera,3 Enzo Roco,5 Francisco Silva,13 Erick Pulgar,21 Marcelo Díaz,14 Mark González,16 Nicolás Castillo,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 10, 2016",Chile vs Bolivia
54,Bolivia,1 Carlos Lampe,3 Luis Gutiérrez,21 Ronald Eguino,22 Edward Zenteno,17 Marvin Bejarano,2 Erwin Saavedra,13 Alejandro Meleán,14 Raúl Castro,8 Martin Smedberg Dalence,7 Juan Carlos Arce,9 Yasmani Duk,6 Wálter Veizaga,10 Jhasmani Campos,18 Rodrigo Ramallo,-,-,12 Romel Quiñónez,23 Guillermo Viscarra,5 Nelson Cabrera,4 Diego Bejarano,15 Pedro Azogue,16 Cristhian Machado,19 Carmelo Algarañaz,11 Gilbert Álvarez,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 10, 2016",Chile vs Bolivia
55,Argentina,1 Sergio Romero,13 Ramiro Funes Mori,17 Nicolás Otamendi,16 Marcos Rojo,4 Gabriel Mercado,14 Javier Mascherano,8 Augusto Fernández,19 Éver Banega,7 Ángel Di María,20 Nico Gaitán,9 Gonzalo Higuaín,10 Lionel Messi,18 Erik Lamela,11 Sergio Agüero,-,-,12 Nahuel Guzmán,23 Mariano Andújar,15 Victor Cuesta,2 Jonatan Maidana,3 Facundo Roncaglia,5 Matías Kranevitter,6 Lucas Biglia,21 Javier Pastore,22 Ezequiel Lavezzi,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 10, 2016",Argentina vs Panama
55,Panama,1 Jaime Penedo,5 Roderick Miller,23 Felipe Baloy,17 Luis Henríquez,13 Adolfo Machado,20 Aníbal Godoy,6 Gabriel Gómez,14 Valentín Pimentel,19 Alberto Quintero,11 Armando Cooper,7 Blas Pérez,2 Miguel Camargo,10 Luis Tejada,16 Abdiel Arroyo,-,-,22 José Calderón,12 Álex Rodríguez,3 Hárold Cummings,4 Fidel Escobar,15 Martín Gómez,21 Amílcar Henríquez,18 Ricardo Buitrago,8 Gaby Torres,9 Roberto Nurse,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 10, 2016",Argentina vs Panama
56,Chile,1 Claudio Bravo,17 Gary Medel,18 Gonzalo Jara,15 Jean Beausejour,4 Mauricio Isla,21 Marcelo Díaz,8 Arturo Vidal,20 Charles Aránguiz,7 Alexis Sánchez,6 José Pedro Fuenzalida,11 Eduardo Vargas,3 Enzo Roco,10 Pablo Hernández,22 Edson Puch,-,-,12 Cristopher Toselli,23 Johnny Herrera,5 Francisco Silva,13 Erick Pulgar,14 Mark González,19 Fabián Orellana,9 Mauricio Pinilla,16 Nicolás Castillo,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 14, 2016",Chile vs Panama
56,Panama,1 Jaime Penedo,5 Roderick Miller,3 Hárold Cummings,17 Luis Henríquez,13 Adolfo Machado,6 Gabriel Gómez,21 Amílcar Henríquez,19 Alberto Quintero,2 Miguel Camargo,9 Roberto Nurse,10 Luis Tejada,18 Ricardo Buitrago,8 Gaby Torres,16 Abdiel Arroyo,-,-,22 José Calderón,12 Álex Rodríguez,4 Fidel Escobar,15 Martín Gómez,-,-,-,-,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 14, 2016",Chile vs Panama
57,Argentina,1 Sergio Romero,15 Victor Cuesta,17 Nicolás Otamendi,13 Ramiro Funes Mori,3 Facundo Roncaglia,5 Matías Kranevitter,19 Éver Banega,18 Erik Lamela,11 Sergio Agüero,22 Ezequiel Lavezzi,9 Gonzalo Higuaín,2 Jonatan Maidana,6 Lucas Biglia,10 Lionel Messi,-,-,12 Nahuel Guzmán,23 Mariano Andújar,16 Marcos Rojo,4 Gabriel Mercado,14 Javier Mascherano,8 Augusto Fernández,20 Nico Gaitán,21 Javier Pastore,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 14, 2016",Argentina vs Bolivia
57,Bolivia,1 Carlos Lampe,5 Nelson Cabrera,22 Edward Zenteno,13 Alejandro Meleán,3 Luis Gutiérrez,2 Erwin Saavedra,15 Pedro Azogue,8 Martin Smedberg Dalence,10 Jhasmani Campos,7 Juan Carlos Arce,9 Yasmani Duk,4 Diego Bejarano,16 Cristhian Machado,19 Carmelo Algarañaz,-,-,12 Romel Quiñónez,23 Guillermo Viscarra,21 Ronald Eguino,17 Marvin Bejarano,6 Wálter Veizaga,14 Raúl Castro,18 Rodrigo Ramallo,11 Gilbert Álvarez,-,-,-,-,-,-,-,Copa America 2016,Copa America,"Jun 14, 2016",Argentina vs Bolivia
58,Brazil,1 Alisson,2 Thiago Silva,4 Marquinhos,12 Alex Sandro,13 Dani Alves,5 Casemiro,8 Arthur Melo,11 Philippe Coutinho,19 Everton,9 Gabriel Jesus,20 Roberto Firmino,14 Éder Militão,15 Allan,21 Richarlison,-,-,16 Cássio,23 Ederson,3 Miranda,6 Filipe Luís,22 Fagner,17 Fernandinho,18 Lucas Paquetá,10 Willian,7 David Neres,-,-,-,-,-,-,Copa America 2019,Copa America,"Sun Jul 7, 2019",Brazil vs Peru
58,Peru,1 Pedro Gallese,2 Luis Abram,15 Carlos Zambrano,6 Miguel Trauco,17 Luis Advíncula,13 Renato Tapia,19 Yoshimar Yotún,8 Christian Cueva,18 André Carrillo,20 Edison Flores,9 Paolo Guerrero,23 Christofer Gonzales,14 Andy Polo,11 Raúl Ruidíaz,-,-,12 Carlos Cáceda,21 Patricio Álvarez,22 Alexander Callens,4 Anderson Santamaría,5 Miguel Araujo,3 Aldo Corzo,7 Josepmir Ballón,16 Jesús Pretell,-,-,-,-,-,-,-,Copa America 2019,Copa America,"Sun Jul 7, 2019",Brazil vs Peru
59,Argentina,1 Franco Armani,6 Germán Pezzella,17 Nicolás Otamendi,3 Nicolás Tagliafico,2 Juan Foyth,5 Leandro Paredes,16 Rodrigo de Paul,20 Giovani Lo Celso,9 Sergio Agüero,10 Lionel Messi,21 Paulo Dybala,13 Ramiro Funes Mori,11 Ángel Di María,19 Matías Suárez,-,-,12 Agustín Marchesín,23 Juan Musso,15 Guido Pizarro,14 Milton Casco,4 Renzo Saravia,18 Guido Rodríguez,7 Roberto Pereyra,-,-,-,-,-,-,-,-,Copa America 2019,Copa America,"Sat Jul 6, 2019",Argentina vs Chile
59,Chile,1 Gabriel Arias,5 Paulo Díaz,17 Gary Medel,18 Gonzalo Jara,13 Erick Pulgar,8 Arturo Vidal,20 Charles Aránguiz,4 Mauricio Isla,15 Jean Beausejour,7 Alexis Sánchez,11 Eduardo Vargas,3 Guillermo Maripán,19 Junior Fernandes,9 Nicolás Castillo,-,-,12 Brayan Cortés,23 Yerko Urra,2 Igor Lichnovsky,21 Óscar Opazo,14 Esteban Pavez,16 Pablo Hernández,10 Diego Valdés,22 Ángelo Sagal,6 José Pedro Fuenzalida,-,-,-,-,-,-,Copa America 2019,Copa America,"Sat Jul 6, 2019",Argentina vs Chile
60,Brazil,1 Alisson,2 Thiago Silva,4 Marquinhos,12 Alex Sandro,13 Dani Alves,5 Casemiro,8 Arthur Melo,11 Philippe Coutinho,19 Everton,9 Gabriel Jesus,20 Roberto Firmino,3 Miranda,15 Allan,10 Willian,-,-,16 Cássio,23 Ederson,14 Éder Militão,6 Filipe Luís,22 Fagner,17 Fernandinho,18 Lucas Paquetá,7 David Neres,21 Richarlison,-,-,-,-,-,-,Copa America 2019,Copa America,"Tue Jul 2, 2019",Brazil vs Argentina
60,Argentina,1 Franco Armani,6 Germán Pezzella,17 Nicolás Otamendi,3 Nicolás Tagliafico,2 Juan Foyth,5 Leandro Paredes,16 Rodrigo de Paul,8 Marcos Acuña,10 Lionel Messi,9 Sergio Agüero,22 Lautaro Martínez,20 Giovani Lo Celso,11 Ángel Di María,21 Paulo Dybala,-,-,12 Agustín Marchesín,23 Juan Musso,13 Ramiro Funes Mori,15 Guido Pizarro,14 Milton Casco,4 Renzo Saravia,18 Guido Rodríguez,7 Roberto Pereyra,19 Matías Suárez,-,-,-,-,-,-,Copa America 2019,Copa America,"Tue Jul 2, 2019",Brazil vs Argentina
61,Chile,1 Gabriel Arias,3 Guillermo Maripán,17 Gary Medel,15 Jean Beausejour,4 Mauricio Isla,13 Erick Pulgar,8 Arturo Vidal,20 Charles Aránguiz,7 Alexis Sánchez,6 José Pedro Fuenzalida,11 Eduardo Vargas,22 Ángelo Sagal,9 Nicolás Castillo,-,-,-,12 Brayan Cortés,2 Igor Lichnovsky,5 Paulo Díaz,18 Gonzalo Jara,21 Óscar Opazo,14 Esteban Pavez,16 Pablo Hernández,10 Diego Valdés,19 Junior Fernandes,23 Ricardo González,-,-,-,-,-,Copa America 2019,Copa America,"Wed Jul 3, 2019",Chile vs Peru
61,Peru,1 Pedro Gallese,2 Luis Abram,15 Carlos Zambrano,6 Miguel Trauco,17 Luis Advíncula,13 Renato Tapia,19 Yoshimar Yotún,8 Christian Cueva,20 Edison Flores,18 André Carrillo,9 Paolo Guerrero,7 Josepmir Ballón,23 Christofer Gonzales,14 Andy Polo,-,-,12 Carlos Cáceda,21 Patricio Álvarez,22 Alexander Callens,4 Anderson Santamaría,5 Miguel Araujo,3 Aldo Corzo,16 Jesús Pretell,11 Raúl Ruidíaz,-,-,-,-,-,-,-,Copa America 2019,Copa America,"Wed Jul 3, 2019",Chile vs Peru
62,Brazil,1 Alisson,2 Thiago Silva,4 Marquinhos,6 Filipe Luís,13 Dani Alves,15 Allan,8 Arthur Melo,11 Philippe Coutinho,19 Everton,9 Gabriel Jesus,20 Roberto Firmino,12 Alex Sandro,18 Lucas Paquetá,10 Willian,-,-,16 Cássio,23 Ederson,3 Miranda,14 Éder Militão,22 Fagner,7 David Neres,-,-,-,-,-,-,-,-,-,Copa America 2019,Copa America,"Thu Jun 27, 2019",Brazil vs Paraguay
62,Paraguay,12 Gatito Fernández,4 Fabián Balbuena,15 Gustavo Gómez,13 Júnior Alonso,2 Iván Piris,16 Celso Ortiz,6 Richard Sánchez,23 Miguel Almirón,18 Santiago Arzamendia,17 Hernán Pérez,10 Derlis González,3 Juan Escobar,5 Bruno Valdez,8 Rodrigo Rojas,-,-,1 Antony Silva,22 Alfredo Aguilar,14 Iván Torres,20 Matías Rojas,21 Óscar Romero,19 Cecilio Domínguez,11 Juan Iturbe,7 Óscar Cardozo,9 Federico Santander,-,-,-,-,-,-,Copa America 2019,Copa America,"Thu Jun 27, 2019",Brazil vs Paraguay
63,Venezuela,1 Wuilker Fariñez,14 Luis Mago,4 Jhon Chancellor,16 Roberto Rosales,20 Ronald Hernández,5 Júnior Moreno,8 Tomás Rincón,6 Yangel Herrera,7 Darwin Machís,15 Jhon Murillo,23 Salomón Rondón,13 Luis Manuel Seijas,18 Yeferson Soteldo,17 Josef Martínez,-,-,12 Joel Graterol,22 Rafael Romo,3 Yordan Osorio,21 Rolf Feltscher,11 Juanpi,10 Jefferson Savarino,9 Fernando Aristeguieta,-,-,-,-,-,-,-,-,Copa America 2019,Copa America,"Fri Jun 28, 2019",Venezuela vs Argentina
63,Argentina,1 Franco Armani,6 Germán Pezzella,17 Nicolás Otamendi,3 Nicolás Tagliafico,2 Juan Foyth,5 Leandro Paredes,16 Rodrigo de Paul,8 Marcos Acuña,10 Lionel Messi,9 Sergio Agüero,22 Lautaro Martínez,20 Giovani Lo Celso,11 Ángel Di María,21 Paulo Dybala,-,-,12 Agustín Marchesín,23 Juan Musso,13 Ramiro Funes Mori,15 Guido Pizarro,14 Milton Casco,4 Renzo Saravia,18 Guido Rodríguez,7 Roberto Pereyra,19 Matías Suárez,-,-,-,-,-,-,Copa America 2019,Copa America,"Fri Jun 28, 2019",Venezuela vs Argentina
64,Colombia,1 David Ospina,13 Yerry Mina,23 Davinson Sánchez,6 William Tesillo,3 Stefan Medina,5 Wilmar Barrios,11 Juan Cuadrado,15 Mateus Uribe,10 James Rodríguez,20 Roger Martínez,9 Radamel Falcao,8 Edwin Cardona,14 Luis Díaz,7 Duván Zapata,-,-,12 Camilo Vargas,22 Álvaro Montero,21 Jhon Lucumí,2 Cristián Zapata,17 Cristián Borja,4 Santiago Arias,16 Jefferson Lerma,18 Gustavo Cuéllar,-,-,-,-,-,-,-,Copa America 2019,Copa America,"Fri Jun 28, 2019",Colombia vs Chile
64,Chile,1 Gabriel Arias,3 Guillermo Maripán,17 Gary Medel,15 Jean Beausejour,4 Mauricio Isla,13 Erick Pulgar,8 Arturo Vidal,20 Charles Aránguiz,7 Alexis Sánchez,6 José Pedro Fuenzalida,11 Eduardo Vargas,14 Esteban Pavez,-,-,-,-,12 Brayan Cortés,23 Yerko Urra,2 Igor Lichnovsky,5 Paulo Díaz,18 Gonzalo Jara,21 Óscar Opazo,16 Pablo Hernández,10 Diego Valdés,22 Ángelo Sagal,19 Junior Fernandes,9 Nicolás Castillo,-,-,-,-,Copa America 2019,Copa America,"Fri Jun 28, 2019",Colombia vs Chile
65,Uruguay,1 Fernando Muslera,2 José María Giménez,3 Diego Godín,22 Martín Cáceres,4 Giovanni González,6 Rodrigo Bentancur,15 Federico Valverde,8 Nahitan Nández,10 Giorgian de Arrascaeta,9 Luis Suárez,21 Edinson Cavani,14 Lucas Torreira,11 Cristhian Stuani,-,-,-,12 Martín Campaña,23 Martín Silva,19 Sebastián Coates,13 Marcelo Saracchi,17 Diego Laxalt,7 Nicolás Lodeiro,16 Gastón Pereiro,18 Maxi Gómez,20 Jonathan Rodríguez,-,-,-,-,-,-,Copa America 2019,Copa America,"Sat Jun 29, 2019",Uruguay vs Peru
65,Peru,1 Pedro Gallese,2 Luis Abram,15 Carlos Zambrano,6 Miguel Trauco,17 Luis Advíncula,13 Renato Tapia,19 Yoshimar Yotún,8 Christian Cueva,20 Edison Flores,18 André Carrillo,9 Paolo Guerrero,23 Christofer Gonzales,11 Raúl Ruidíaz,-,-,-,12 Carlos Cáceda,21 Patricio Álvarez,22 Alexander Callens,4 Anderson Santamaría,5 Miguel Araujo,3 Aldo Corzo,7 Josepmir Ballón,16 Jesús Pretell,14 Andy Polo,-,-,-,-,-,-,Copa America 2019,Copa America,"Sat Jun 29, 2019",Uruguay vs Peru
66,Brazil,1 Alisson,2 Thiago Silva,4 Marquinhos,6 Filipe Luís,13 Dani Alves,5 Casemiro,17 Fernandinho,11 Philippe Coutinho,7 David Neres,21 Richarlison,20 Roberto Firmino,10 Willian,19 Everton,9 Gabriel Jesus,-,-,16 Cássio,3 Miranda,14 Éder Militão,12 Alex Sandro,22 Fagner,8 Arthur Melo,15 Allan,18 Lucas Paquetá,-,-,-,-,-,-,-,Copa America 2019,Copa America,"Jun 14, 2019",Brazil vs Bolivia
