,Unnamed: 0.1,Unnamed: 0,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,Lookup Still Required?,Lookup Return Case,Name(s) Found,Translated Name,Original Case,To Remove
254,2098,495,1343,"Olympics, 2016",08-07-2016,Germany vs South Korea,2016,South Korea,KR,Moon Chang-jin,True,Lookup Required,0,,Match Date Filter Said 0,False
255,2099,496,1345,"Olympics, 2016",08-10-2016,South Korea vs Mexico,2016,South Korea,KR,Lee Seul-chan,True,Lookup Required,0,,Match Date Filter Said 0,False
256,2100,497,1346,"Olympics, 2016",08-04-2016,Honduras vs Algeria,2016,Algeria,DZ,Ryad Kenniche,True,Lookup Required,0,,Match Date Filter Said 0,False
257,2101,498,1347,"Olympics, 2016",08-04-2016,Portugal vs Argentina,2016,Argentina,AR,Alexis Soto,True,Lookup Required,0,,Match Date Filter Said 0,False
258,2102,499,1349,"Olympics, 2016",08-07-2016,Argentina vs Algeria,2016,Argentina,AR,Alexis Soto,True,Lookup Required,0,,Match Date Filter Said 0,False
259,2103,500,1350,"Olympics, 2016",08-10-2016,Argentina vs Honduras,2016,Argentina,AR,Alexis Soto,True,Lookup Required,0,,Match Date Filter Said 0,False
260,2104,501,1351,"Olympics, 2016",08-10-2016,Algeria vs Portugal,2016,Algeria,DZ,Miloud Rebiaï,True,Lookup Required,0,,Match Date Filter Said 0,False
261,2105,502,1351,"Olympics, 2016",08-10-2016,Algeria vs Portugal,2016,Portugal,PT,Carlos Mané,True,Lookup Required,0,,Match Date Filter Said 0,False
262,2106,503,1352,"Olympics, 2016",08-13-2016,Portugal vs Germany,2016,Portugal,PT,Carlos Mané,True,Lookup Required,0,,Match Date Filter Said 0,False
263,2107,504,1353,"Olympics, 2016",08-13-2016,Nigeria vs Denmark,2016,Nigeria,NG,Muenfuh Sincere,True,Lookup Required,0,,Match Date Filter Said 0,False
264,2108,505,1353,"Olympics, 2016",08-13-2016,Nigeria vs Denmark,2016,Denmark,DK,Edigeison Gomes,True,Lookup Required,0,,Match Date Filter Said 0,False
265,2109,506,1353,"Olympics, 2016",08-13-2016,Nigeria vs Denmark,2016,Denmark,DK,Jakob Blåbjerg,True,Lookup Required,0,,Match Date Filter Said 0,False
266,2110,507,1353,"Olympics, 2016",08-13-2016,Nigeria vs Denmark,2016,Denmark,DK,Pascal Gregor,True,Lookup Required,0,,Match Date Filter Said 0,False
267,2111,508,1354,"Olympics, 2016",08-13-2016,South Korea vs Honduras,2016,South Korea,KR,Lee Seul-chan,True,Lookup Required,0,,Match Date Filter Said 0,False
268,2112,509,1354,"Olympics, 2016",08-13-2016,South Korea vs Honduras,2016,South Korea,KR,Moon Chang-jin,True,Lookup Required,0,,Match Date Filter Said 0,False
269,2113,510,1355,"Olympics, 2016",08-13-2016,Brazil vs Colombia,2016,Brazil,BR,Zeca,True,Lookup Required,0,,Match Date Filter Said 0,False
270,2114,511,1356,"Olympics, 2016",08-17-2016,Brazil vs Honduras,2016,Brazil,BR,Zeca,True,Lookup Required,0,,Match Date Filter Said 0,False
271,2115,512,1357,"Olympics, 2016",08-17-2016,Nigeria vs Germany,2016,Nigeria,NG,Muenfuh Sincere,True,Lookup Required,0,,Match Date Filter Said 0,False
272,2116,513,1358,"Olympics, 2016",08-20-2016,Honduras vs Nigeria,2016,Nigeria,NG,Muenfuh Sincere,True,Lookup Required,0,,Match Date Filter Said 0,False
273,2117,514,1359,"Olympics, 2016",08-20-2016,Brazil vs Germany,2016,Brazil,BR,Zeca,True,Lookup Required,0,,Match Date Filter Said 0,False
274,2187,584,1367,"Olympics, 2020",07-22-2021,New Zealand vs South Korea,2021,New Zealand,NZ,Gianni Stensness,True,Lookup Required,0,,Match Date Filter Said 0,False
275,2188,585,1367,"Olympics, 2020",07-22-2021,New Zealand vs South Korea,2021,South Korea,KR,Kang Yoon-sung,True,Lookup Required,0,,Match Date Filter Said 0,False
276,2189,586,1368,"Olympics, 2020",07-22-2021,Honduras vs Romania,2021,Romania,RO,Marco Dulca,True,Lookup Required,0,,Match Date Filter Said 0,False
277,2190,587,1369,"Olympics, 2020",07-25-2021,New Zealand vs Honduras,2021,New Zealand,NZ,Gianni Stensness,True,Lookup Required,0,,Match Date Filter Said 0,False
278,2191,588,1370,"Olympics, 2020",07-25-2021,Romania vs South Korea,2021,Romania,RO,Marco Dulca,True,Lookup Required,0,,Match Date Filter Said 0,False
279,2192,589,1370,"Olympics, 2020",07-25-2021,Romania vs South Korea,2021,Romania,RO,Radu Boboc,True,Lookup Required,0,,Match Date Filter Said 0,False
280,2193,590,1370,"Olympics, 2020",07-25-2021,Romania vs South Korea,2021,South Korea,KR,Kang Yoon-sung,True,Lookup Required,0,,Match Date Filter Said 0,False
281,2194,591,1370,"Olympics, 2020",07-25-2021,Romania vs South Korea,2021,South Korea,KR,Jeong Seung-won,True,Lookup Required,0,,Match Date Filter Said 0,False
282,2195,592,1371,"Olympics, 2020",07-28-2021,Romania vs New Zealand,2021,Romania,RO,Marco Dulca,True,Lookup Required,0,,Match Date Filter Said 0,False
283,2196,593,1371,"Olympics, 2020",07-28-2021,Romania vs New Zealand,2021,Romania,RO,Eduard Florescu,True,Lookup Required,0,,Match Date Filter Said 0,False
284,2197,594,1371,"Olympics, 2020",07-28-2021,Romania vs New Zealand,2021,New Zealand,NZ,Gianni Stensness,True,Lookup Required,0,,Match Date Filter Said 0,False
285,2198,595,1372,"Olympics, 2020",07-28-2021,South Korea vs Honduras,2021,South Korea,KR,Kang Yoon-sung,True,Lookup Required,0,,Match Date Filter Said 0,False
286,2199,596,1374,"Olympics, 2020",07-22-2021,Argentina vs Australia,2021,Argentina,AR,Jeremías Ledesma,True,Lookup Required,0,,Match Date Filter Said 0,False
287,2200,597,1374,"Olympics, 2020",07-22-2021,Argentina vs Australia,2021,Argentina,AR,Fausto Vera,True,Lookup Required,0,,Match Date Filter Said 0,False
288,2201,598,1374,"Olympics, 2020",07-22-2021,Argentina vs Australia,2021,Australia,AU,Lachlan Wales,True,Lookup Required,0,,Match Date Filter Said 0,False
289,2202,599,1375,"Olympics, 2020",07-25-2021,Egypt vs Argentina,2021,Argentina,AR,Jeremías Ledesma,True,Lookup Required,0,,Match Date Filter Said 0,False
290,2203,600,1375,"Olympics, 2020",07-25-2021,Egypt vs Argentina,2021,Argentina,AR,Claudio Bravo,True,Lookup Required,0,,Match Date Filter Said 0,False
291,2204,601,1375,"Olympics, 2020",07-25-2021,Egypt vs Argentina,2021,Argentina,AR,Fausto Vera,True,Lookup Required,0,,Match Date Filter Said 0,False
292,2205,602,1375,"Olympics, 2020",07-25-2021,Egypt vs Argentina,2021,Argentina,AR,Pedro de la Vega,True,Lookup Required,0,,Match Date Filter Said 0,False
293,2206,603,1376,"Olympics, 2020",07-25-2021,Australia vs Spain,2021,Australia,AU,Lachlan Wales,True,Lookup Required,0,,Match Date Filter Said 0,False
294,2207,604,1377,"Olympics, 2020",07-28-2021,Australia vs Egypt,2021,Australia,AU,Lachlan Wales,True,Lookup Required,0,,Match Date Filter Said 0,False
295,2208,605,1378,"Olympics, 2020",07-28-2021,Spain vs Argentina,2021,Argentina,AR,Jeremías Ledesma,True,Lookup Required,0,,Match Date Filter Said 0,False
296,2209,606,1378,"Olympics, 2020",07-28-2021,Spain vs Argentina,2021,Argentina,AR,Claudio Bravo,True,Lookup Required,0,,Match Date Filter Said 0,False
297,2210,607,1378,"Olympics, 2020",07-28-2021,Spain vs Argentina,2021,Argentina,AR,Fausto Vera,True,Lookup Required,0,,Match Date Filter Said 0,False
298,2211,608,1378,"Olympics, 2020",07-28-2021,Spain vs Argentina,2021,Argentina,AR,Tomás Belmonte,True,Lookup Required,0,,Match Date Filter Said 0,False
299,2212,609,1381,"Olympics, 2020",07-25-2021,Brazil vs Ivory Coast,2021,Ivory Coast,CI,Youssouf Dao,True,Lookup Required,0,,Match Date Filter Said 0,False
300,2213,610,1384,"Olympics, 2020",07-28-2021,Germany vs Ivory Coast,2021,Ivory Coast,CI,Youssouf Dao,True,Lookup Required,0,,Match Date Filter Said 0,False
301,2214,611,1385,"Olympics, 2020",07-31-2021,Spain vs Ivory Coast,2021,Ivory Coast,CI,Youssouf Dao,True,Lookup Required,0,,Match Date Filter Said 0,False
302,2215,612,1386,"Olympics, 2020",07-31-2021,Japan vs New Zealand,2021,New Zealand,NZ,Gianni Stensness,True,Lookup Required,0,,Match Date Filter Said 0,False
303,2216,613,1388,"Olympics, 2020",07-31-2021,South Korea vs Mexico,2021,South Korea,KR,Kang Yoon-sung,True,Lookup Required,0,,Match Date Filter Said 0,False
304,3387,1784,11,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,2015,Ukraine U-20,UA,Y Chumak,True,Lookup Required,0,,Match Date Filter Said 0,False
305,3388,1785,11,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,2015,Ukraine U-20,UA,Luchkevych,True,Lookup Required,0,,Match Date Filter Said 0,False
306,3389,1786,11,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,2015,Ukraine U-20,UA,Kabayev,True,Lookup Required,0,,Match Date Filter Said 0,False
307,3390,1787,11,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,2015,Ukraine U-20,UA,Habelok,True,Lookup Required,0,,Match Date Filter Said 0,False
308,3391,1788,16,"U-20 World Cup, 2015",30.05.15,New Zealand U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Y Chumak,True,Lookup Required,0,,Match Date Filter Said 0,False
309,3392,1789,16,"U-20 World Cup, 2015",30.05.15,New Zealand U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Kabayev,True,Lookup Required,0,,Match Date Filter Said 0,False
310,3393,1790,16,"U-20 World Cup, 2015",30.05.15,New Zealand U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Tatarkov,True,Lookup Required,0,,Match Date Filter Said 0,False
311,3394,1791,18,"U-20 World Cup, 2015",02.06.15,Myanmar U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Y Chumak,True,Lookup Required,0,,Match Date Filter Said 0,False
312,3395,1792,18,"U-20 World Cup, 2015",02.06.15,Myanmar U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Kabayev,True,Lookup Required,0,,Match Date Filter Said 0,False
313,3396,1793,18,"U-20 World Cup, 2015",02.06.15,Myanmar U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Tatarkov,True,Lookup Required,0,,Match Date Filter Said 0,False
314,3397,1794,18,"U-20 World Cup, 2015",02.06.15,Myanmar U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Luchkevych,True,Lookup Required,0,,Match Date Filter Said 0,False
315,3398,1795,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,Ukraine U-20,UA,Y Chumak,True,Lookup Required,0,,Match Date Filter Said 0,False
316,3399,1796,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,Ukraine U-20,UA,Luchkevych,True,Lookup Required,0,,Match Date Filter Said 0,False
317,3400,1797,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,Ukraine U-20,UA,Kabayev,True,Lookup Required,0,,Match Date Filter Said 0,False
318,3401,1798,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,Ukraine U-20,UA,Habelok,True,Lookup Required,0,,Match Date Filter Said 0,False
319,3402,1799,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,United States U-20,US,Zelalem,True,Lookup Required,0,,Match Date Filter Said 0,False
320,3403,1800,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Ukraine U-20,UA,Safronov,True,Lookup Required,0,,Match Date Filter Said 0,False
321,3404,1801,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Ukraine U-20,UA,Beskorovaynyi,True,Lookup Required,0,,Match Date Filter Said 0,False
322,3405,1802,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Ukraine U-20,UA,Khakhlov,True,Lookup Required,0,,Match Date Filter Said 0,False
323,3406,1803,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Ukraine U-20,UA,Dryshlyuk,True,Lookup Required,0,,Match Date Filter Said 0,False
324,3407,1804,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Ukraine U-20,UA,Tsitaishvili,True,Lookup Required,0,,Match Date Filter Said 0,False
325,3408,1805,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Ukraine U-20,UA,Supriaha,True,Lookup Required,0,,Match Date Filter Said 0,False
326,3409,1806,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,South Korea U-20,KR,ë,True,Lookup Required,0,,Match Date Filter Said 0,False
327,3410,1807,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Italy U-20,IT,Candela,True,Lookup Required,0,,Match Date Filter Said 0,False
328,3411,1808,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Italy U-20,IT,Del Prato,True,Lookup Required,0,,Match Date Filter Said 0,False
329,3412,1809,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Italy U-20,IT,Bettella,True,Lookup Required,0,,Match Date Filter Said 0,False
330,3413,1810,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Italy U-20,IT,Ranieri,True,Lookup Required,0,,Match Date Filter Said 0,False
331,3414,1811,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Italy U-20,IT,Alberico,True,Lookup Required,0,,Match Date Filter Said 0,False
332,3415,1812,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Italy U-20,IT,Gori,True,Lookup Required,0,,Match Date Filter Said 0,False
333,3416,1813,54,U-20 World Cup 2019,11.06.19,Ukraine U-20 vs Italy U-20,2019,Ukraine U-20,UA,Beskorovaynyi,True,Lookup Required,0,,Match Date Filter Said 0,False
334,3417,1814,54,U-20 World Cup 2019,11.06.19,Ukraine U-20 vs Italy U-20,2019,Ukraine U-20,UA,M Chekh,True,Lookup Required,0,,Match Date Filter Said 0,False
335,3418,1815,54,U-20 World Cup 2019,11.06.19,Ukraine U-20 vs Italy U-20,2019,Ukraine U-20,UA,Dryshlyuk,True,Lookup Required,0,,Match Date Filter Said 0,False
336,3419,1816,54,U-20 World Cup 2019,11.06.19,Ukraine U-20 vs Italy U-20,2019,Ukraine U-20,UA,Kashchuk,True,Lookup Required,0,,Match Date Filter Said 0,False
337,3420,1817,54,U-20 World Cup 2019,11.06.19,Ukraine U-20 vs Italy U-20,2019,Italy U-20,IT,Plizzari,True,Lookup Required,0,,Match Date Filter Said 0,False
338,3421,1818,54,U-20 World Cup 2019,11.06.19,Ukraine U-20 vs Italy U-20,2019,Italy U-20,IT,Bellanova,True,Lookup Required,0,,Match Date Filter Said 0,False
339,3422,1819,54,U-20 World Cup 2019,11.06.19,Ukraine U-20 vs Italy U-20,2019,Italy U-20,IT,Del Prato,True,Lookup Required,0,,Match Date Filter Said 0,False
340,3423,1820,54,U-20 World Cup 2019,11.06.19,Ukraine U-20 vs Italy U-20,2019,Italy U-20,IT,Ranieri,True,Lookup Required,0,,Match Date Filter Said 0,False
341,3424,1821,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Ukraine U-20,UA,Kucheruk,True,Lookup Required,0,,Match Date Filter Said 0,False
342,3425,1822,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Ukraine U-20,UA,Beskorovaynyi,True,Lookup Required,0,,Match Date Filter Said 0,False
343,3426,1823,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Ukraine U-20,UA,M Chekh,True,Lookup Required,0,,Match Date Filter Said 0,False
344,3427,1824,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Ukraine U-20,UA,Dryshlyuk,True,Lookup Required,0,,Match Date Filter Said 0,False
345,3428,1825,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Ukraine U-20,UA,Kashchuk,True,Lookup Required,0,,Match Date Filter Said 0,False
346,3429,1826,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Italy U-20,IT,Plizzari,True,Lookup Required,0,,Match Date Filter Said 0,False
347,3430,1827,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Italy U-20,IT,Bellanova,True,Lookup Required,0,,Match Date Filter Said 0,False
348,3431,1828,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Italy U-20,IT,Del Prato,True,Lookup Required,0,,Match Date Filter Said 0,False
349,3432,1829,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Italy U-20,IT,Ranieri,True,Lookup Required,0,,Match Date Filter Said 0,False
350,3433,1830,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal U-20,SN,Niane,True,Lookup Required,0,,Match Date Filter Said 0,False
351,3434,1831,63,U-20 World Cup 2019,03.06.19,Ukraine U-20 vs Panama U-20,2019,Ukraine U-20,UA,Beskorovaynyi,True,Lookup Required,0,,Match Date Filter Said 0,False
352,3435,1832,63,U-20 World Cup 2019,03.06.19,Ukraine U-20 vs Panama U-20,2019,Ukraine U-20,UA,M Chekh,True,Lookup Required,0,,Match Date Filter Said 0,False
353,3436,1833,63,U-20 World Cup 2019,03.06.19,Ukraine U-20 vs Panama U-20,2019,Ukraine U-20,UA,Dryshlyuk,True,Lookup Required,0,,Match Date Filter Said 0,False
354,3437,1834,63,U-20 World Cup 2019,03.06.19,Ukraine U-20 vs Panama U-20,2019,Ukraine U-20,UA,Tsitaishvili,True,Lookup Required,0,,Match Date Filter Said 0,False
355,3438,1835,87,U-20 World Cup 2019,24.05.19,Ukraine U-20 vs United States U-20,2019,Ukraine U-20,UA,Beskorovaynyi,True,Lookup Required,0,,Match Date Filter Said 0,False
356,3439,1836,87,U-20 World Cup 2019,24.05.19,Ukraine U-20 vs United States U-20,2019,Ukraine U-20,UA,Khakhlov,True,Lookup Required,0,,Match Date Filter Said 0,False
357,3440,1837,87,U-20 World Cup 2019,24.05.19,Ukraine U-20 vs United States U-20,2019,Ukraine U-20,UA,Musolitin,True,Lookup Required,0,,Match Date Filter Said 0,False
358,3441,1838,87,U-20 World Cup 2019,24.05.19,Ukraine U-20 vs United States U-20,2019,Ukraine U-20,UA,Tsitaishvili,True,Lookup Required,0,,Match Date Filter Said 0,False
359,3442,1839,87,U-20 World Cup 2019,24.05.19,Ukraine U-20 vs United States U-20,2019,Ukraine U-20,UA,Supriaha,True,Lookup Required,0,,Match Date Filter Said 0,False
360,3443,1840,88,U-20 World Cup 2019,27.05.19,Qatar U-20 vs Ukraine U-20,2019,Qatar U-20,QA,Lunin Andriy,True,Lookup Required,0,,Match Date Filter Said 0,False
361,3444,1841,88,U-20 World Cup 2019,27.05.19,Qatar U-20 vs Ukraine U-20,2019,Qatar U-20,QA,V Bondar,True,Lookup Required,0,,Match Date Filter Said 0,False
362,3445,1842,88,U-20 World Cup 2019,27.05.19,Qatar U-20 vs Ukraine U-20,2019,Qatar U-20,QA,D Popov,True,Lookup Required,0,,Match Date Filter Said 0,False
363,3446,1843,88,U-20 World Cup 2019,27.05.19,Qatar U-20 vs Ukraine U-20,2019,Qatar U-20,QA,Beskorovaynyi,True,Lookup Required,0,,Match Date Filter Said 0,False
364,3447,1844,88,U-20 World Cup 2019,27.05.19,Qatar U-20 vs Ukraine U-20,2019,Qatar U-20,QA,Konoplya,True,Lookup Required,0,,Match Date Filter Said 0,False
365,3448,1845,88,U-20 World Cup 2019,27.05.19,Qatar U-20 vs Ukraine U-20,2019,Qatar U-20,QA,Khakhlov,True,Lookup Required,0,,Match Date Filter Said 0,False
366,3449,1846,88,U-20 World Cup 2019,27.05.19,Qatar U-20 vs Ukraine U-20,2019,Qatar U-20,QA,V Korniienko,True,Lookup Required,0,,Match Date Filter Said 0,False
367,3450,1847,88,U-20 World Cup 2019,27.05.19,Qatar U-20 vs Ukraine U-20,2019,Qatar U-20,QA,Buletsa,True,Lookup Required,0,,Match Date Filter Said 0,False
368,3451,1848,88,U-20 World Cup 2019,27.05.19,Qatar U-20 vs Ukraine U-20,2019,Qatar U-20,QA,Musolitin,True,Lookup Required,0,,Match Date Filter Said 0,False
369,3452,1849,88,U-20 World Cup 2019,27.05.19,Qatar U-20 vs Ukraine U-20,2019,Qatar U-20,QA,Tsitaishvili,True,Lookup Required,0,,Match Date Filter Said 0,False
370,3453,1850,88,U-20 World Cup 2019,27.05.19,Qatar U-20 vs Ukraine U-20,2019,Qatar U-20,QA,Supriaha,True,Lookup Required,0,,Match Date Filter Said 0,False
371,3454,1851,91,U-20 World Cup 2019,30.05.19,Nigeria U-20 vs Ukraine U-20,2019,Nigeria U-20,NG,Lunin Andriy,True,Lookup Required,0,,Match Date Filter Said 0,False
372,3455,1852,91,U-20 World Cup 2019,30.05.19,Nigeria U-20 vs Ukraine U-20,2019,Nigeria U-20,NG,V Bondar,True,Lookup Required,0,,Match Date Filter Said 0,False
373,3456,1853,91,U-20 World Cup 2019,30.05.19,Nigeria U-20 vs Ukraine U-20,2019,Nigeria U-20,NG,Safronov,True,Lookup Required,0,,Match Date Filter Said 0,False
374,3457,1854,91,U-20 World Cup 2019,30.05.19,Nigeria U-20 vs Ukraine U-20,2019,Nigeria U-20,NG,D Popov,True,Lookup Required,0,,Match Date Filter Said 0,False
375,3458,1855,91,U-20 World Cup 2019,30.05.19,Nigeria U-20 vs Ukraine U-20,2019,Nigeria U-20,NG,Beskorovaynyi,True,Lookup Required,0,,Match Date Filter Said 0,False
376,3459,1856,91,U-20 World Cup 2019,30.05.19,Nigeria U-20 vs Ukraine U-20,2019,Nigeria U-20,NG,Snurnitsyn,True,Lookup Required,0,,Match Date Filter Said 0,False
377,3460,1857,91,U-20 World Cup 2019,30.05.19,Nigeria U-20 vs Ukraine U-20,2019,Nigeria U-20,NG,M Chekh,True,Lookup Required,0,,Match Date Filter Said 0,False
378,3461,1858,91,U-20 World Cup 2019,30.05.19,Nigeria U-20 vs Ukraine U-20,2019,Nigeria U-20,NG,Dryshlyuk,True,Lookup Required,0,,Match Date Filter Said 0,False
379,3462,1859,91,U-20 World Cup 2019,30.05.19,Nigeria U-20 vs Ukraine U-20,2019,Nigeria U-20,NG,Sikan,True,Lookup Required,0,,Match Date Filter Said 0,False
380,3463,1860,91,U-20 World Cup 2019,30.05.19,Nigeria U-20 vs Ukraine U-20,2019,Nigeria U-20,NG,Ustymenko,True,Lookup Required,0,,Match Date Filter Said 0,False
381,3464,1861,91,U-20 World Cup 2019,30.05.19,Nigeria U-20 vs Ukraine U-20,2019,Nigeria U-20,NG,Kashchuk,True,Lookup Required,0,,Match Date Filter Said 0,False
