,Unnamed: 0,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,Lookup Still Required?,Lookup Return Case,Name(s) Found,Translated Name,Original Case,To Remove
1339,289,2584,"World Cup Qualifiers, Asia, 2022",10-10-2019,Kyrgyzstan vs Myanmar,2019,Myanmar,MM,Kyaw Soe Moe,True,Failed Using Name Looking at Season and Season +-1,Soe Kyaw Kyaw,,Match Date Filter Said 0,False
1340,290,2584,"World Cup Qualifiers, Asia, 2022",10-10-2019,Kyrgyzstan vs Myanmar,2019,Myanmar,MM,Zin Min Tun,True,Failed Using Name Looking at Season and Season +-1,Zin Min Tun,,Match Date Filter Said 0,False
1341,291,2588,"World Cup Qualifiers, Asia, 2022",03-06-2021,Bangladesh vs Afghanistan,2021,Bangladesh,BD,M Miah,True,Failed Using Name Looking at Season and Season +-1,Mamun Miah,,Match Date Filter Said 0,False
1342,292,2591,"World Cup Qualifiers, Asia, 2022",05-09-2019,Mongolia vs Myanmar,2019,Myanmar,MM,Kyaw Soe Moe,True,Failed Using Name Looking at Season and Season +-1,Soe Kyaw Kyaw,,Match Date Filter Said 0,False
1343,293,2592,"World Cup Qualifiers, Asia, 2022",07-06-2021,Bangladesh vs India,2021,Bangladesh,BD,M Miah,True,Failed Using Name Looking at Season and Season +-1,Mamun Miah,,Match Date Filter Said 0,False
1344,294,2593,"World Cup Qualifiers, Asia, 2022",07-06-2021,Vietnam vs Indonesia,2021,Indonesia,ID,M Ridho,True,Failed Using Name Looking at Season and Season +-1,Muhammad Ridho,,Match Date Filter Said 0,False
1345,295,2595,"World Cup Qualifiers, Asia, 2022",14-11-2019,Kuwait vs Chinese Taipei,2019,Kuwait,KW,Fahad Al Rashidi,True,Failed Using Name Looking at Season and Season +-1,Fahad Aidh Al-Rashidi,,Match Date Filter Said 0,False
1346,296,2599,"World Cup Qualifiers, Asia, 2022",10-09-2019,Yemen vs Saudi Arabia,2019,Yemen,YE,Mohsen Mohammed,True,Failed Using Name Looking at Season and Season +-1,Mohsen Mohammed,,Match Date Filter Said 0,False
1347,297,2600,"World Cup Qualifiers, Asia, 2022",11-11-2021,Iraq vs Syria,2021,Syria,SY,Ahmad Ashkar,True,Failed Using Name Looking at Season and Season +-1,Ahmed El Ashkar,,Match Date Filter Said 0,False
1348,298,2604,"World Cup Qualifiers, Asia, 2022",07-06-2021,Australia vs Chinese Taipei,2021,Chinese Taipei,TW,Cheng Hao,True,Failed Using Name Looking at Season and Season +-1,Cheng Chou,,Match Date Filter Said 0,False
1349,299,2609,"World Cup Qualifiers, Asia, 2022",15-10-2019,Syria vs Guam,2019,Syria,SY,Ahmad Ashkar,True,Failed Using Name Looking at Season and Season +-1,Ahmed El Ashkar,,Match Date Filter Said 0,False
1350,300,2626,"World Cup Qualifiers, Asia, 2022",15-06-2021,Chinese Taipei vs Kuwait,2021,Chinese Taipei,TW,Cheng Hao,True,Failed Using Name Looking at Season and Season +-1,Cheng Chou,,Match Date Filter Said 0,False
1351,301,2627,"World Cup Qualifiers, Asia, 2022",10-09-2019,Myanmar vs Japan,2019,Myanmar,MM,Kyaw Soe Moe,True,Failed Using Name Looking at Season and Season +-1,Soe Kyaw Kyaw,,Match Date Filter Said 0,False
1352,302,1923,"World Cup Qualifiers, Africa, 2018",12-11-2015,Benin vs Burkina Faso,2015,Burkina Faso,BF,M Ko,True,Failed Using Name Looking at Season and Season +-1,Mbah Koné,,Match Date Filter Said 0,False
1353,303,1930,"World Cup Qualifiers, Africa, 2018",13-10-2015,Niger vs Somalia,2015,Niger,NE,D Adamou,True,Failed Using Name Looking at Season and Season +-1,Adamou Ibrahim Djibo,,Match Date Filter Said 0,False
1354,304,1944,"World Cup Qualifiers, Africa, 2018",17-11-2015,Burkina Faso vs Benin,2015,Burkina Faso,BF,M Ko,True,Failed Using Name Looking at Season and Season +-1,Mbah Koné,,Match Date Filter Said 0,False
1355,305,1950,"World Cup Qualifiers, Africa, 2018",17-11-2015,Nigeria vs Eswatini,2015,Nigeria,NG,S Abdullahi,True,Failed Using Name Looking at Season and Season +-1,Suleiman Abdullahi,,Match Date Filter Said 0,False
1356,306,1962,"World Cup Qualifiers, Africa, 2018",17-11-2015,South Africa vs Angola,2015,Angola,AO,Miguel,True,Failed Using Name Looking at Season and Season +-1,Inácio Miguel,,Match Date Filter Said 0,False
1357,307,1967,"World Cup Qualifiers, Africa, 2018",08-10-2016,Congo DR vs Libya,2016,Libya,LY,Ali Al Musrati,True,Failed Using Name Looking at Season and Season +-1,Ali Al-Musrat,,Match Date Filter Said 0,False
1358,308,3550,"African Cup of Nations, 2019",24-06-2019,Tunisia vs Angola,2019,Angola,AO,Paizo,True,Failed Using Name Looking at Season and Season +-1,De Paizo,,Match Date Filter Said 0,False
1359,309,3567,"African Cup of Nations, 2019",29-06-2019,Mauritania vs Angola,2019,Angola,AO,Paizo,True,Failed Using Name Looking at Season and Season +-1,De Paizo,,Match Date Filter Said 0,False
1360,310,3583,"African Cup of Nations, 2019",02-07-2019,Angola vs Mali,2019,Angola,AO,Paizo,True,Failed Using Name Looking at Season and Season +-1,De Paizo,,Match Date Filter Said 0,False
1374,324,1886,"World Cup Qualifiers, Africa, 2014",08-09-2013,Cameroon vs Libya,2013,Cameroon,CM,N Nkoulou,True,Failed Using Name Looking at Season and Season +-1,Nicolas N’Koulou,,Match Date Filter Said 0,False
1375,325,1886,"World Cup Qualifiers, Africa, 2014",08-09-2013,Cameroon vs Libya,2013,Libya,LY,Osama Abdusalam,True,Failed Using Name Looking at Season and Season +-1,Osama Abdusalam,,Match Date Filter Said 0,False
1376,326,1891,"World Cup Qualifiers, Africa, 2014",07-09-2013,Niger vs Congo,2013,Niger,NE,S Musa,True,Failed Using Name Looking at Season and Season +-1,Musa Shehu,,Match Date Filter Said 0,False
1377,327,1893,"World Cup Qualifiers, Africa, 2014",08-09-2013,Benin vs Rwanda,2013,Benin,BJ,L Fousséni,True,Failed Using Name Looking at Season and Season +-1,Lazadi Fousseni,,Match Date Filter Said 0,False
1378,328,1893,"World Cup Qualifiers, Africa, 2014",08-09-2013,Benin vs Rwanda,2013,Rwanda,RW,F Usengimana,True,Failed Using Name Looking at Season and Season +-1,Faustin Usengimana,,Match Date Filter Said 0,False
1379,329,1893,"World Cup Qualifiers, Africa, 2014",08-09-2013,Benin vs Rwanda,2013,Rwanda,RW,M Mushimiyimana,True,Failed Using Name Looking at Season and Season +-1,Mouhamed Mushimiyimana,,Match Date Filter Said 0,False
1380,330,1894,"World Cup Qualifiers, Africa, 2014",07-09-2013,Angola vs Liberia,2013,Angola,AO,Hugo Marques,True,Failed Using Name Looking at Season and Season +-1,Hugo Marques,,Match Date Filter Said 0,False
1381,331,1894,"World Cup Qualifiers, Africa, 2014",07-09-2013,Angola vs Liberia,2013,Angola,AO,Mabululu,True,Failed Using Name Looking at Season and Season +-1,Mabululu,,Match Date Filter Said 0,False
1382,332,1894,"World Cup Qualifiers, Africa, 2014",07-09-2013,Angola vs Liberia,2013,Liberia,LR,M Varney,True,Failed Using Name Looking at Season and Season +-1,Mohammed Varney,,Match Date Filter Said 0,False
1383,333,1898,"World Cup Qualifiers, Africa, 2014",07-09-2013,Sierra Leone vs Equatorial Guinea,2013,Sierra Leone,SL,I Kargbo,True,Failed Using Name Looking at Season and Season +-1,Ibrahim Kargbo,,Match Date Filter Said 0,False
1384,334,1899,"World Cup Qualifiers, Africa, 2014",17-11-2013,Cameroon vs Tunisia,2013,Cameroon,CM,N Nkoulou,True,Failed Using Name Looking at Season and Season +-1,Nicolas N’Koulou,,Match Date Filter Said 0,False
1385,335,1900,"World Cup Qualifiers, Africa, 2014",10-09-2013,Egypt vs Guinea,2013,Guinea,GN,H Baldé,True,Failed Using Name Looking at Season and Season +-1,Habib Baldé,,Match Date Filter Said 0,False
1386,336,1905,"World Cup Qualifiers, Africa, 2014",08-09-2013,Zimbabwe vs Mozambique,2013,Zimbabwe,ZW,B Kangwa,True,Failed Using Name Looking at Season and Season +-1,Bruce Kangwa,,Match Date Filter Said 0,False
1387,337,1908,"World Cup Qualifiers, Africa, 2014",07-09-2013,Gambia vs Tanzania,2013,Gambia,GM,A Mansally,True,Failed Using Name Looking at Season and Season +-1,Abdoulie Mansally,,Match Date Filter Said 0,False
1388,338,1908,"World Cup Qualifiers, Africa, 2014",07-09-2013,Gambia vs Tanzania,2013,Gambia,GM,E Sohna,True,Failed Using Name Looking at Season and Season +-1,Ebrima Sohna,,Match Date Filter Said 0,False
1389,339,1913,"World Cup Qualifiers, Africa, 2014",08-09-2013,Sudan vs Lesotho,2013,Sudan,SD,Malik Mohammed,True,Failed Using Name Looking at Season and Season +-1,Malik Mohamed Barma,,Match Date Filter Said 0,False
1390,340,1614,Nations League 2020-2021,03.09.20,Turkey vs Hungary,2020,Turkey,TR,Hakan Yanda,True,Failed Using Name Looking at Season and Season +-1,Hakan Balta,,Match Date Filter Said 0,False
1391,341,2848,"World Cup Qualifiers, Europe, 2014",22-03-2013,France vs Georgia,2013,Georgia,GE,U Lobjanidze,True,Failed Using Name Looking at Season and Season +-1,Saba Lobjanidze,,Match Date Filter Said 0,False
1392,342,2852,"World Cup Qualifiers, Europe, 2014",15-11-2013,Greece vs Romania,2013,Romania,RO,R Raț,True,Failed Using Name Looking at Season and Season +-1,Răzvan Raț,,Match Date Filter Said 0,False
1393,343,2856,"World Cup Qualifiers, Europe, 2014",10-09-2013,Cyprus vs Slovenia,2013,Cyprus,CY,C Theo,True,Failed Using Name Looking at Season and Season +-1,Chrysovalantis Theouli,,Match Date Filter Said 0,False
1394,344,2859,"World Cup Qualifiers, Europe, 2014",26-03-2013,Estonia vs Andorra,2013,Andorra,AD,Victor Moreira,True,Failed Using Name Looking at Season and Season +-1,Victor Silverio,,Match Date Filter Said 0,False
1395,345,2861,"World Cup Qualifiers, Europe, 2014",22-03-2013,Andorra vs Turkey,2013,Andorra,AD,Victor Moreira,True,Failed Using Name Looking at Season and Season +-1,Victor Silverio,,Match Date Filter Said 0,False
1396,346,2869,"World Cup Qualifiers, Europe, 2014",06-09-2013,Georgia vs France,2013,Georgia,GE,U Lobjanidze,True,Failed Using Name Looking at Season and Season +-1,Saba Lobjanidze,,Match Date Filter Said 0,False
1397,347,1974,"World Cup Qualifiers, Africa, 2018",08-10-2015,South Sudan vs Mauritania,2015,South Sudan,SS,A Joseph,True,Failed Using Name Looking at Season and Season +-1,Joseph Kuch,,Match Date Filter Said 0,False
1398,348,1994,"World Cup Qualifiers, Africa, 2018",09-10-2015,Somalia vs Niger,2015,Somalia,SO,H Ali,True,Failed Using Name Looking at Season and Season +-1,Hassan Ibrahim Ali,,Match Date Filter Said 0,False
1399,349,1994,"World Cup Qualifiers, Africa, 2018",09-10-2015,Somalia vs Niger,2015,Niger,NE,D Adamou,True,Failed Using Name Looking at Season and Season +-1,Adamou Ibrahim Djibo,,Match Date Filter Said 0,False
1400,350,1995,"World Cup Qualifiers, Africa, 2018",01-09-2017,Morocco vs Mali,2017,Mali,ML,M Konaté,True,Failed Using Name Looking at Season and Season +-1,Makan Konate,,Match Date Filter Said 0,False
1401,351,2001,"World Cup Qualifiers, Africa, 2018",13-11-2015,Eswatini vs Nigeria,2015,Nigeria,NG,S Abdullahi,True,Failed Using Name Looking at Season and Season +-1,Suleiman Abdullahi,,Match Date Filter Said 0,False
1402,352,2530,"World Cup Qualifiers, Asia, 2022",27-01-2022,United Arab Emirates vs Syria,2022,United Arab Emirates,AE,Mahmoud Khamis,True,Failed Using Name Looking at Season and Season +-1,Mahmoud Khamisi,,Match Date Filter Said 0,False
1403,353,2530,"World Cup Qualifiers, Asia, 2022",27-01-2022,United Arab Emirates vs Syria,2022,Syria,SY,T Haj,True,Failed Using Name Looking at Season and Season +-1,Tamer Haj Mohamad,,Match Date Filter Said 0,False
1404,354,2536,"World Cup Qualifiers, Asia, 2022",03-06-2021,United Arab Emirates vs Malaysia,2021,United Arab Emirates,AE,Mahmoud Khamis,True,Failed Using Name Looking at Season and Season +-1,Mahmoud Khamisi,,Match Date Filter Said 0,False
1405,355,2538,"World Cup Qualifiers, Asia, 2022",11-06-2021,Kuwait vs Jordan,2021,Kuwait,KW,Fahad Al Rashidi,True,Failed Using Name Looking at Season and Season +-1,Fahad Aidh Al-Rashidi,,Match Date Filter Said 0,False
1406,356,2538,"World Cup Qualifiers, Asia, 2022",11-06-2021,Kuwait vs Jordan,2021,Kuwait,KW,A Al Dhufairi,True,Failed Using Name Looking at Season and Season +-1,Ahmad Raheel Al-Dhufairi,,Match Date Filter Said 0,False
1407,357,2548,"World Cup Qualifiers, Asia, 2022",07-10-2021,United Arab Emirates vs Iran,2021,United Arab Emirates,AE,Mahmoud Khamis,True,Failed Using Name Looking at Season and Season +-1,Mahmoud Khamisi,,Match Date Filter Said 0,False
1408,358,2553,"World Cup Qualifiers, Asia, 2022",11-06-2021,Yemen vs Uzbekistan,2021,Yemen,YE,Mohsen Mohammed,True,Failed Using Name Looking at Season and Season +-1,Mohsen Mohammed,,Match Date Filter Said 0,False
1409,359,2559,"World Cup Qualifiers, Asia, 2022",09-06-2021,Turkmenistan vs Lebanon,2021,Turkmenistan,TM,R Charyyev,True,Failed Using Name Looking at Season and Season +-1,Rustem Ahallyyev,,Match Date Filter Said 0,False
1410,360,2559,"World Cup Qualifiers, Asia, 2022",09-06-2021,Turkmenistan vs Lebanon,2021,Turkmenistan,TM,F Tursunow,True,Failed Using Name Looking at Season and Season +-1,Furkat Tursunov,,Match Date Filter Said 0,False
1411,361,2559,"World Cup Qualifiers, Asia, 2022",09-06-2021,Turkmenistan vs Lebanon,2021,Turkmenistan,TM,R Myratberdiýew,True,Failed Using Name Looking at Season and Season +-1,Rakhman Muratberdyev,,Match Date Filter Said 0,False
1412,362,2560,"World Cup Qualifiers, Asia, 2022",28-05-2021,Japan vs Myanmar,2021,Myanmar,MM,Kyaw Soe Moe,True,Failed Using Name Looking at Season and Season +-1,Soe Kyaw Kyaw,,Match Date Filter Said 0,False
1413,363,2570,"World Cup Qualifiers, Asia, 2022",02-09-2021,United Arab Emirates vs Lebanon,2021,United Arab Emirates,AE,Mahmoud Khamis,True,Failed Using Name Looking at Season and Season +-1,Mahmoud Khamisi,,Match Date Filter Said 0,False
1414,364,2575,"World Cup Qualifiers, Asia, 2022",15-10-2019,Cambodia vs Iraq,2019,Cambodia,KH,Ouk Sovann,True,Failed Using Name Looking at Season and Season +-1,Ouk Sothy,,Match Date Filter Said 0,False
1415,365,2576,"World Cup Qualifiers, Asia, 2022",11-06-2021,Indonesia vs United Arab Emirates,2021,United Arab Emirates,AE,Mahmoud Khamis,True,Failed Using Name Looking at Season and Season +-1,Mahmoud Khamisi,,Match Date Filter Said 0,False
1416,366,2577,"World Cup Qualifiers, Asia, 2022",19-11-2019,Nepal vs Kuwait,2019,Kuwait,KW,Fahad Al Rashidi,True,Failed Using Name Looking at Season and Season +-1,Fahad Aidh Al-Rashidi,,Match Date Filter Said 0,False
1421,371,1553,Nations League 2020-2021,05.09.20,Iceland vs England,2020,Iceland,IS,Palsson,True,Failed Using Name Looking at Season and Season +-1,Emil Pálsson,,Match Date Filter Said 0,False
1422,372,1555,Nations League 2020-2021,08.09.20,Belgium vs Iceland,2020,Iceland,IS,Palsson,True,Failed Using Name Looking at Season and Season +-1,Emil Pálsson,,Match Date Filter Said 0,False
1423,373,1558,Nations League 2020-2021,11.10.20,Iceland vs Denmark,2020,Iceland,IS,Palsson,True,Failed Using Name Looking at Season and Season +-1,Emil Pálsson,,Match Date Filter Said 0,False
1424,374,1560,Nations League 2020-2021,14.10.20,Iceland vs Belgium,2020,Iceland,IS,Palsson,True,Failed Using Name Looking at Season and Season +-1,Emil Pálsson,,Match Date Filter Said 0,False
1425,375,1563,Nations League 2020-2021,18.11.20,England vs Iceland,2020,Iceland,IS,Palsson,True,Failed Using Name Looking at Season and Season +-1,Emil Pálsson,,Match Date Filter Said 0,False
1471,421,808,"Euros 2020, Qualifiers",14.10.19,Iceland vs Andorra,2019,Iceland,IS,Palsson,True,Failed Using Name Looking at Season and Season +-1,Emil Pálsson,,Match Date Filter Said 0,False
1472,422,810,"Euros 2020, Qualifiers",14.11.19,Turkey vs Iceland,2019,Iceland,IS,Palsson,True,Failed Using Name Looking at Season and Season +-1,Emil Pálsson,,Match Date Filter Said 0,False
1473,423,814,"Euros 2020, Qualifiers",17.11.19,Moldova vs Iceland,2019,Iceland,IS,Palsson,True,Failed Using Name Looking at Season and Season +-1,Emil Pálsson,,Match Date Filter Said 0,False
1474,424,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Ethiopia,ET,Addisu Tesfaye,True,Failed Using Name Looking at Season and Season +-1,Addisu Tesfaye,,Match Date Filter Said 0,False
1475,425,2038,"World Cup Qualifiers, Africa, 2018",17-11-2015,Cameroon vs Niger,2015,Niger,NE,D Adamou,True,Failed Using Name Looking at Season and Season +-1,Adamou Ibrahim Djibo,,Match Date Filter Said 0,False
1476,426,2045,"World Cup Qualifiers, Africa, 2022",06-09-2021,Uganda vs Mali,2021,Uganda,UG,D Nsimbambi,True,Failed Using Name Looking at Season and Season +-1,Derrick Nsibambi,,Match Date Filter Said 0,False
1477,427,2046,"World Cup Qualifiers, Africa, 2022",02-09-2021,Morocco vs Sudan,2021,Sudan,SD,F Mamoun,True,Failed Using Name Looking at Season and Season +-1,Omer Mahmoud,,Match Date Filter Said 0,False
1478,428,2051,"World Cup Qualifiers, Africa, 2022",16-11-2021,Mozambique vs Malawi,2021,Malawi,MW,M Mkwate,True,Failed Using Name Looking at Season and Season +-1,Mike Mkwate,,Match Date Filter Said 0,False
1479,429,2054,"World Cup Qualifiers, Africa, 2022",13-11-2021,Malawi vs Cameroon,2021,Malawi,MW,F Mlimbika,True,Failed Using Name Looking at Season and Season +-1,Francis Mulimbika,,Match Date Filter Said 0,False
1480,430,2057,"World Cup Qualifiers, Africa, 2022",06-10-2021,Sudan vs Guinea,2021,Sudan,SD,F Mamoun,True,Failed Using Name Looking at Season and Season +-1,Omer Mahmoud,,Match Date Filter Said 0,False
1481,431,2065,"World Cup Qualifiers, Africa, 2022",16-11-2021,Nigeria vs Cape Verde,2021,Nigeria,NG,O Ighalo,True,Failed Using Name Looking at Season and Season +-1,Odion Ighalo,,Match Date Filter Said 0,False
1482,432,2066,"World Cup Qualifiers, Africa, 2022",12-11-2021,Djibouti vs Algeria,2021,Djibouti,DJ,A Djama Dabar,True,Failed Using Name Looking at Season and Season +-1,Abdoukader Djama,,Match Date Filter Said 0,False
1483,433,2068,"World Cup Qualifiers, Africa, 2022",09-10-2021,Ghana vs Zimbabwe,2021,Zimbabwe,ZW,W Arubi,True,Failed Using Name Looking at Season and Season +-1,Washington Arubi,,Match Date Filter Said 0,False
1484,434,2068,"World Cup Qualifiers, Africa, 2022",09-10-2021,Ghana vs Zimbabwe,2021,Zimbabwe,ZW,T Darikwa,True,Failed Using Name Looking at Season and Season +-1,Tendayi Darikwa,,Match Date Filter Said 0,False
1485,435,2068,"World Cup Qualifiers, Africa, 2022",09-10-2021,Ghana vs Zimbabwe,2021,Zimbabwe,ZW,K Mutizwa,True,Failed Using Name Looking at Season and Season +-1,Knox Mutizwa,,Match Date Filter Said 0,False
1486,436,3478,"African Cup of Nations, 2015",25-01-2015,Congo vs Burkina Faso,2015,Burkina Faso,BF,M Ko,True,Failed Using Name Looking at Season and Season +-1,Mbah Koné,,Match Date Filter Said 0,False
1487,437,3481,"African Cup of Nations, 2015",21-01-2015,Equatorial Guinea vs Burkina Faso,2015,Burkina Faso,BF,M Ko,True,Failed Using Name Looking at Season and Season +-1,Mbah Koné,,Match Date Filter Said 0,False
1488,438,1049,"Euros 2024, Qualifiers",25.03.23,Andorra vs Romania,2023,Andorra,AD,San Nicolas,True,Failed Using Name Looking at Season and Season +-1,Luigi San Nicolas,,Match Date Filter Said 0,False
1489,439,1055,"Euros 2024, Qualifiers",16.06.23,Andorra vs Switzerland,2023,Andorra,AD,San Nicolas,True,Failed Using Name Looking at Season and Season +-1,Luigi San Nicolas,,Match Date Filter Said 0,False
1490,440,1057,"Euros 2024, Qualifiers",19.06.23,Israel vs Andorra,2023,Andorra,AD,San Nicolas,True,Failed Using Name Looking at Season and Season +-1,Luigi San Nicolas,,Match Date Filter Said 0,False
1491,441,1625,Nations League 2020-2021,03.09.20,Finland vs Wales,2020,Wales,WA,Jn Williams,True,Failed Using Name Looking at Season and Season +-1,Jonny Williams,,Match Date Filter Said 0,False
1492,442,2782,"World Cup Qualifiers, Europe, 2014",10-09-2013,Faroe Islands vs Germany,2013,Faroe Islands,FO,Jóhan Davidsen,True,Failed Using Name Looking at Season and Season +-1,Jógvan Davidsen,,Match Date Filter Said 0,False
1493,443,2787,"World Cup Qualifiers, Europe, 2014",15-10-2013,Faroe Islands vs Austria,2013,Faroe Islands,FO,Jóhan Davidsen,True,Failed Using Name Looking at Season and Season +-1,Jógvan Davidsen,,Match Date Filter Said 0,False
1494,444,2806,"World Cup Qualifiers, Europe, 2014",23-03-2013,Cyprus vs Switzerland,2013,Cyprus,CY,C Theo,True,Failed Using Name Looking at Season and Season +-1,Chrysovalantis Theouli,,Match Date Filter Said 0,False
1495,445,2807,"World Cup Qualifiers, Europe, 2014",26-03-2013,Netherlands vs Romania,2013,Romania,RO,R Raț,True,Failed Using Name Looking at Season and Season +-1,Răzvan Raț,,Match Date Filter Said 0,False
1496,446,2809,"World Cup Qualifiers, Europe, 2014",06-09-2013,Norway vs Cyprus,2013,Cyprus,CY,C Theo,True,Failed Using Name Looking at Season and Season +-1,Chrysovalantis Theouli,,Match Date Filter Said 0,False
1497,447,2816,"World Cup Qualifiers, Europe, 2014",15-10-2013,Romania vs Estonia,2013,Romania,RO,R Raț,True,Failed Using Name Looking at Season and Season +-1,Răzvan Raț,,Match Date Filter Said 0,False
1498,448,2817,"World Cup Qualifiers, Europe, 2014",08-06-2013,Switzerland vs Cyprus,2013,Cyprus,CY,C Theo,True,Failed Using Name Looking at Season and Season +-1,Chrysovalantis Theouli,,Match Date Filter Said 0,False
1499,449,2818,"World Cup Qualifiers, Europe, 2014",06-09-2013,Kazakhstan vs Faroe Islands,2013,Faroe Islands,FO,Jóhan Davidsen,True,Failed Using Name Looking at Season and Season +-1,Jógvan Davidsen,,Match Date Filter Said 0,False
1500,450,2824,"World Cup Qualifiers, Europe, 2014",10-09-2013,Romania vs Turkey,2013,Romania,RO,R Raț,True,Failed Using Name Looking at Season and Season +-1,Răzvan Raț,,Match Date Filter Said 0,False
1501,451,2829,"World Cup Qualifiers, Europe, 2014",22-03-2013,Hungary vs Romania,2013,Romania,RO,Radu,True,Failed Using Name Looking at Season and Season +-1,Andrei Radu,,Match Date Filter Said 0,False
1515,465,719,"Euros 2020, Qualifiers",10.10.19,Slovakia vs Wales,2019,Wales,WA,Jn Williams,True,Failed Using Name Looking at Season and Season +-1,Jonny Williams,,Match Date Filter Said 0,False
1516,466,1779,Nations League 2022-2023,27.09.22,Albania vs Iceland,2022,Iceland,IS,Palsson,True,Failed Using Name Looking at Season and Season +-1,Emil Pálsson,,Match Date Filter Said 0,False
1517,467,1804,Nations League 2022-2023,04.06.22,Lithuania vs Luxembourg,2022,Lithuania,LT,A Klimavičius,True,Failed Using Name Looking at Season and Season +-1,Arunas Klimavicius,,Match Date Filter Said 0,False
1518,468,1808,Nations League 2022-2023,11.06.22,Faroe Islands vs Lithuania,2022,Lithuania,LT,A Klimavičius,True,Failed Using Name Looking at Season and Season +-1,Arunas Klimavicius,,Match Date Filter Said 0,False
1519,469,2640,"World Cup Qualifiers, Asia, 2022",15-06-2021,Bangladesh vs Oman,2021,Bangladesh,BD,M Miah,True,Failed Using Name Looking at Season and Season +-1,Mamun Miah,,Match Date Filter Said 0,False
1520,470,2646,"World Cup Qualifiers, Asia, 2022",07-09-2021,Syria vs United Arab Emirates,2021,Syria,SY,Zahir Al Midani,True,Failed Using Name Looking at Season and Season +-1,Zaher Midani,,Match Date Filter Said 0,False
1521,471,2646,"World Cup Qualifiers, Asia, 2022",07-09-2021,Syria vs United Arab Emirates,2021,United Arab Emirates,AE,Mahmoud Khamis,True,Failed Using Name Looking at Season and Season +-1,Mahmoud Khamisi,,Match Date Filter Said 0,False
1522,472,2650,"World Cup Qualifiers, Asia, 2022",15-06-2021,India vs Afghanistan,2021,Afghanistan,AF,Hassan Amin,True,Failed Using Name Looking at Season and Season +-1,Hassan Amin,,Match Date Filter Said 0,False
1523,473,2650,"World Cup Qualifiers, Asia, 2022",15-06-2021,India vs Afghanistan,2021,Afghanistan,AF,R Khairkhah,True,Failed Using Name Looking at Season and Season +-1,Rahmatullah Khairkhah,,Match Date Filter Said 0,False
1524,474,2665,"World Cup Qualifiers, Asia, 2022",16-11-2021,Syria vs Iran,2021,Syria,SY,Ahmad Ashkar,True,Failed Using Name Looking at Season and Season +-1,Ahmed El Ashkar,,Match Date Filter Said 0,False
1525,475,2669,"World Cup Qualifiers, Asia, 2022",03-06-2021,Australia vs Kuwait,2021,Kuwait,KW,Fahad Al Rashidi,True,Failed Using Name Looking at Season and Season +-1,Fahad Aidh Al-Rashidi,,Match Date Filter Said 0,False
1526,476,2669,"World Cup Qualifiers, Asia, 2022",03-06-2021,Australia vs Kuwait,2021,Kuwait,KW,A Al Dhufairi,True,Failed Using Name Looking at Season and Season +-1,Ahmad Raheel Al-Dhufairi,,Match Date Filter Said 0,False
1527,477,2674,"World Cup Qualifiers, Asia, 2022",01-02-2022,Iran vs United Arab Emirates,2022,United Arab Emirates,AE,Mahmoud Khamis,True,Failed Using Name Looking at Season and Season +-1,Mahmoud Khamisi,,Match Date Filter Said 0,False
1536,486,1143,Euros 2016,17.06.16,Czech vs Croatia,2016,Croatia,HR,Pranjic,True,Failed Using Name Looking at Season and Season +-1,Danijel Pranjic,,Match Date Filter Said 0,False
1537,487,2278,"World Cup Qualifiers, Asia, 2018",06-10-2016,Saudi Arabia vs Australia,2016,Saudi Arabia,SA,Naif Hazazi,True,Failed Using Name Looking at Season and Season +-1,Nayef Hazazi,,Match Date Filter Said 0,False
1538,488,2288,"World Cup Qualifiers, Asia, 2018",16-06-2015,Cambodia vs Afghanistan,2015,Cambodia,KH,Sovan Sok,True,Failed Using Name Looking at Season and Season +-1,Sovann Ouk,,Match Date Filter Said 0,False
1539,489,2298,"World Cup Qualifiers, Asia, 2018",24-03-2016,Vietnam vs Chinese Taipei,2016,Vietnam,VN,Phm Thành Lng,True,Failed Using Name Looking at Season and Season +-1,Pham Thanh Long Le,,Match Date Filter Said 0,False
1540,490,2302,"World Cup Qualifiers, Asia, 2018",01-09-2016,Saudi Arabia vs Thailand,2016,Saudi Arabia,SA,Naif Hazazi,True,Failed Using Name Looking at Season and Season +-1,Nayef Hazazi,,Match Date Filter Said 0,False
1541,491,2304,"World Cup Qualifiers, Asia, 2018",13-10-2015,Qatar vs Maldives,2015,Maldives,MV,Ali Shaamiu,True,Failed Using Name Looking at Season and Season +-1,Ali Shamis,,Match Date Filter Said 0,False
1542,492,2305,"World Cup Qualifiers, Asia, 2018",24-03-2016,Iraq vs Thailand,2016,Iraq,IQ,Faisal Jasim,True,Failed Using Name Looking at Season and Season +-1,Faisal Jasim,,Match Date Filter Said 0,False
1543,493,2305,"World Cup Qualifiers, Asia, 2018",24-03-2016,Iraq vs Thailand,2016,Iraq,IQ,Ali Rehema,True,Failed Using Name Looking at Season and Season +-1,Ali Rehema,,Match Date Filter Said 0,False
1544,494,2321,"World Cup Qualifiers, Asia, 2018",03-09-2015,Japan vs Cambodia,2015,Cambodia,KH,Sovan Sok,True,Failed Using Name Looking at Season and Season +-1,Sovann Ouk,,Match Date Filter Said 0,False
