,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Wrong Name,Found Name,New Found Name,Status II
840,840,2383,"World Cup Qualifiers, Asia, 2018",Timor-Leste vs Malaysia,13-10-2015,Timor-Leste,TL,2015,SUCCESS,"['Ramos Maxanches', 'Domingos Ramos Freitas']",0,FALSE,Used Average of Season Before and After,TRUE,"['Ramos Maxanches', 'Domingos Ramos Freitas']",Ramos,multiple,Yes,"['Ramos Maxanches', 'Domingos Ramos Freitas']",Ramos Maxanches,Done
841,841,2385,"World Cup Qualifiers, Asia, 2018",Guam vs India,16-06-2015,Guam,GU,2015,SUCCESS,Shawn Nicklaw,60000,FALSE,Only Before,TRUE,Shawn Nicklaw,S Nicklaw,single,Yes,['Travis Nicklaw'],Shawn Nicklaw,Done
842,842,2385,"World Cup Qualifiers, Asia, 2018",Guam vs India,16-06-2015,Guam,GU,2015,SUCCESS,John Matkin,0,FALSE,Only Before + Zero Before,TRUE,John Matkin,J Matkin,single,Yes,['A. J. DeLaGarza'],John Matkin,Done
843,843,2397,"World Cup Qualifiers, Asia, 2018",Guam vs Turkmenistan,11-06-2015,Guam,GU,2015,SUCCESS,Shawn Nicklaw,60000,FALSE,Only Before,TRUE,Shawn Nicklaw,S Nicklaw,single,Yes,['Travis Nicklaw'],Shawn Nicklaw,Done
844,844,2397,"World Cup Qualifiers, Asia, 2018",Guam vs Turkmenistan,11-06-2015,Guam,GU,2015,SUCCESS,John Matkin,0,FALSE,Only Before + Zero Before,TRUE,John Matkin,J Matkin,single,Yes,['A. J. DeLaGarza'],John Matkin,Done
845,845,2410,"World Cup Qualifiers, Asia, 2018",Iran vs Guam,03-09-2015,Guam,GU,2015,SUCCESS,Shawn Nicklaw,60000,FALSE,Only Before,TRUE,Shawn Nicklaw,S Nicklaw,single,Yes,['Travis Nicklaw'],Shawn Nicklaw,Done
846,846,2410,"World Cup Qualifiers, Asia, 2018",Iran vs Guam,03-09-2015,Guam,GU,2015,SUCCESS,John Matkin,0,FALSE,Only Before + Zero Before,TRUE,John Matkin,J Matkin,single,Yes,['A. J. DeLaGarza'],John Matkin,Done
847,847,2423,"World Cup Qualifiers, Asia, 2018",Hong Kong vs Maldives,16-06-2015,Hong Kong,HK,2015,SUCCESS,Yiu-Chung Au Yeung,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,Yiu-Chung Au Yeung,Cheung Kin Fung,single,Yes,['Kin-Fung Cheung'],['Kin-Fung Cheung'],Done
848,848,2424,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Brunei,12-3-2015,Chinese Taipei,TW,2015,SUCCESS,Chiu-Lin Huang,0,FALSE,Used Average of Season Before and After,TRUE,Chiu-Lin Huang,Chiu Yu-hung,single,Yes,['Yu-Hung Chiu'],Yu-Hung Chiu,Done
849,849,2424,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Brunei,12-3-2015,Chinese Taipei,TW,2015,SUCCESS,Cheng-Yi Lin,0,FALSE,Used Average of Season Before and After,TRUE,Cheng-Yi Lin,Chen Yi-wei,single,Yes,['Yi-Wei Chen'],Yi-Wei Chen,Done
850,850,2424,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Brunei,12-3-2015,Chinese Taipei,TW,2015,SUCCESS,Wen-Chieh Pan,75000,FALSE,Found in Curr Season,TRUE,Wen-Chieh Pan,Wen Chih-hao,single,Yes,['Chih-Hao Wen'],Chih-Hao Wen,Done
851,851,1316,Copa America 2021,Uruguay vs Paraguay,29.06.21,Paraguay,PY,2021,SUCCESS,"['Juan Espínola', 'Alberto Espínola']",600000,FALSE,Used Average of Season Before and After,TRUE,"['Juan Espínola', 'Alberto Espínola']",Espínola,multiple,Yes,"['Juan Espínola', 'Alberto Espínola']",Alberto Espínola,Done
852,852,1319,Copa America 2021,Colombia vs Venezuela,18.06.21,Venezuela,VE,2021,SUCCESS,"['Júnior Moreno', 'Johan Moreno']",1250000,FALSE,Used Average of Season Before and After,TRUE,"['Júnior Moreno', 'Johan Moreno']",J Moreno,multiple,Yes,"['Júnior Moreno', 'Johan Moreno']",Júnior Moreno,Done
853,853,1321,Copa America 2021,Venezuela vs Ecuador,21.06.21,Venezuela,VE,2021,SUCCESS,"['Júnior Moreno', 'Johan Moreno']",1250000,FALSE,Used Average of Season Before and After,TRUE,"['Júnior Moreno', 'Johan Moreno']",J Moreno,multiple,Yes,"['Júnior Moreno', 'Johan Moreno']",Júnior Moreno,Done
854,854,1325,Copa America 2021,Venezuela vs Peru,28.06.21,Venezuela,VE,2021,SUCCESS,"['Júnior Moreno', 'Johan Moreno']",1250000,FALSE,Used Average of Season Before and After,TRUE,"['Júnior Moreno', 'Johan Moreno']",J Moreno,multiple,Yes,"['Júnior Moreno', 'Johan Moreno']",Júnior Moreno,Done
855,855,1335,"Olympics, 2016",Nigeria vs Japan,2016-08-04,Nigeria,NG,2016,SUCCESS,Abdullahi Musa,450000,FALSE,Found in Curr Season,TRUE,Abdullahi Musa,Shehu Abdullahi,single,Yes,['Abdullahi Shehu'],Abdullahi Shehu,Done
856,856,1336,"Olympics, 2016",Sweden vs Nigeria,2016-08-07,Nigeria,NG,2016,SUCCESS,Abdullahi Musa,450000,FALSE,Found in Curr Season,TRUE,Abdullahi Musa,Shehu Abdullahi,single,Yes,['Abdullahi Shehu'],Abdullahi Shehu,Done
857,857,1353,"Olympics, 2016",Nigeria vs Denmark,2016-08-13,Nigeria,NG,2016,SUCCESS,Abdullahi Musa,450000,FALSE,Found in Curr Season,TRUE,Abdullahi Musa,Shehu Abdullahi,single,Yes,['Abdullahi Shehu'],Abdullahi Shehu,Done
858,858,1357,"Olympics, 2016",Nigeria vs Germany,2016-08-17,Nigeria,NG,2016,SUCCESS,Abdullahi Musa,450000,FALSE,Found in Curr Season,TRUE,Abdullahi Musa,Shehu Abdullahi,single,Yes,['Abdullahi Shehu'],Abdullahi Shehu,Done
859,859,1358,"Olympics, 2016",Honduras vs Nigeria,2016-08-20,Nigeria,NG,2016,SUCCESS,Abdullahi Musa,450000,FALSE,Found in Curr Season,TRUE,Abdullahi Musa,Shehu Abdullahi,single,Yes,['Abdullahi Shehu'],Abdullahi Shehu,Done
860,860,1370,"Olympics, 2020",Romania vs South Korea,2021-07-25,South Korea,KR,2021,SUCCESS,Ji-soo Kim,700000,FALSE,Found in Curr Season,TRUE,Ji-soo Kim,Park Ji-soo,single,Yes,['Ji-su Park'],Ji-su Park,Done
861,861,1372,"Olympics, 2020",South Korea vs Honduras,2021-07-28,South Korea,KR,2021,SUCCESS,Ji-soo Kim,700000,FALSE,Found in Curr Season,TRUE,Ji-soo Kim,Park Ji-soo,single,Yes,['Ji-su Park'],Ji-su Park,Done
862,862,1388,"Olympics, 2020",South Korea vs Mexico,2021-07-31,South Korea,KR,2021,SUCCESS,Ji-soo Kim,700000,FALSE,Found in Curr Season,TRUE,Ji-soo Kim,Park Ji-soo,single,Yes,['Ji-su Park'],Ji-su Park,Done
863,863,1078,"Euros 2024, Qualifiers",Bosnia-Herzegovina vs Iceland,23.03.23,Bosnia-Herzegovina,BA,2023,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,0,ehić,none,Yes,['Ibrahim Sehic'],['Ibrahim Sehic'],Done
864,864,1082,"Euros 2024, Qualifiers",Slovakia vs Bosnia-Herzegovina,26.03.23,Bosnia-Herzegovina,BA,2023,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,0,ehić,none,Yes,['Ibrahim Sehic'],['Ibrahim Sehic'],Done
865,865,1084,"Euros 2024, Qualifiers",Portugal vs Bosnia-Herzegovina,17.06.23,Bosnia-Herzegovina,BA,2023,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,0,ehić,none,Yes,['Ibrahim Sehic'],['Ibrahim Sehic'],Done
866,866,1084,"Euros 2024, Qualifiers",Portugal vs Bosnia-Herzegovina,17.06.23,Bosnia-Herzegovina,BA,2023,SUCCESS,0,4800000,FALSE,Only Before,FALSE,0,Pjanić,none,Yes,['Miralem Pjanic'],Miralem Pjanic,Done
867,867,1085,"Euros 2024, Qualifiers",Iceland vs Slovakia,17.06.23,Slovakia,SK,2023,SUCCESS,0,960000,FALSE,Only Before,FALSE,0,Hamšík,none,Yes,"['Marek Hamsik', 'Lubomir Michalik', 'Jaroslav Mihalik', 'David Hancko']",Marek Hamsik,Done
868,868,1086,"Euros 2024, Qualifiers",Bosnia-Herzegovina vs Luxembourg,20.06.23,Bosnia-Herzegovina,BA,2023,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,0,ehić,none,Yes,['Ibrahim Sehic'],['Ibrahim Sehic'],Done
869,869,1086,"Euros 2024, Qualifiers",Bosnia-Herzegovina vs Luxembourg,20.06.23,Bosnia-Herzegovina,BA,2023,SUCCESS,0,4800000,FALSE,Only Before,FALSE,0,Pjanić,none,Yes,['Miralem Pjanic'],Miralem Pjanic,Done
870,870,1088,"Euros 2024, Qualifiers",Liechtenstein vs Slovakia,20.06.23,Slovakia,SK,2023,SUCCESS,0,960000,FALSE,Only Before,FALSE,0,Hamšík,none,Yes,"['Marek Hamsik', 'Lubomir Michalik', 'Jaroslav Mihalik', 'David Hancko']",Marek Hamsik,Done
871,871,1089,"Euros 2024, Qualifiers",Bosnia-Herzegovina vs Liechtenstein,08.09.23,Bosnia-Herzegovina,BA,2023,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,0,ehić,none,Yes,['Ibrahim Sehic'],['Ibrahim Sehic'],Done
872,872,1089,"Euros 2024, Qualifiers",Bosnia-Herzegovina vs Liechtenstein,08.09.23,Bosnia-Herzegovina,BA,2023,SUCCESS,0,4800000,FALSE,Only Before,FALSE,0,Pjanić,none,Yes,['Miralem Pjanic'],Miralem Pjanic,Done
873,873,1093,"Euros 2024, Qualifiers",Iceland vs Bosnia-Herzegovina,11.09.23,Bosnia-Herzegovina,BA,2023,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,0,ehić,none,Yes,['Ibrahim Sehic'],['Ibrahim Sehic'],Done
874,874,1097,"Euros 2024, Qualifiers",Liechtenstein vs Bosnia-Herzegovina,13.10.23,Bosnia-Herzegovina,BA,2023,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,0,ehić,none,Yes,['Ibrahim Sehic'],['Ibrahim Sehic'],Done
875,875,1097,"Euros 2024, Qualifiers",Liechtenstein vs Bosnia-Herzegovina,13.10.23,Bosnia-Herzegovina,BA,2023,SUCCESS,0,4800000,FALSE,Only Before,FALSE,0,Pjanić,none,Yes,['Miralem Pjanic'],Miralem Pjanic,Done
876,876,1098,"Euros 2024, Qualifiers",Bosnia-Herzegovina vs Portugal,16.10.23,Bosnia-Herzegovina,BA,2023,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,0,ehić,none,Yes,['Ibrahim Sehic'],['Ibrahim Sehic'],Done
877,877,1098,"Euros 2024, Qualifiers",Bosnia-Herzegovina vs Portugal,16.10.23,Bosnia-Herzegovina,BA,2023,SUCCESS,0,4800000,FALSE,Only Before,FALSE,0,Pjanić,none,Yes,['Miralem Pjanic'],Miralem Pjanic,Done
878,878,2330,"World Cup Qualifiers, Asia, 2018",Hong Kong vs China PR,17-11-2015,Hong Kong,HK,2015,SUCCESS,Yiu-Chung Au Yeung,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,Yiu-Chung Au Yeung,Cheung Kin Fung,single,Yes,['Kin-Fung Cheung'],['Kin-Fung Cheung'],Done
879,879,2331,"World Cup Qualifiers, Asia, 2018",Brunei vs Chinese Taipei,17-03-2015,Chinese Taipei,TW,2015,SUCCESS,Cheng-Yi Lin,0,FALSE,Used Average of Season Before and After,TRUE,Cheng-Yi Lin,Chen Yi-wei,single,Yes,['Yi-Wei Chen'],Yi-Wei Chen,Done
880,880,2331,"World Cup Qualifiers, Asia, 2018",Brunei vs Chinese Taipei,17-03-2015,Chinese Taipei,TW,2015,SUCCESS,Wen-Chieh Pan,75000,FALSE,Found in Curr Season,TRUE,Wen-Chieh Pan,Wen Chih-hao,single,Yes,['Chih-Hao Wen'],Chih-Hao Wen,Done
881,881,2333,"World Cup Qualifiers, Asia, 2018",Thailand vs Chinese Taipei,12-11-2015,Chinese Taipei,TW,2015,SUCCESS,Chiu-Lin Huang,0,FALSE,Used Average of Season Before and After,TRUE,Chiu-Lin Huang,Chiu Yu-hung,single,Yes,['Yu-Hung Chiu'],Yu-Hung Chiu,Done
882,882,2333,"World Cup Qualifiers, Asia, 2018",Thailand vs Chinese Taipei,12-11-2015,Chinese Taipei,TW,2015,SUCCESS,Wen-Chieh Pan,75000,FALSE,Found in Curr Season,TRUE,Wen-Chieh Pan,Wen Chih-hao,single,Yes,['Chih-Hao Wen'],Chih-Hao Wen,Done
883,883,2337,"World Cup Qualifiers, Asia, 2018",Bhutan vs Maldives,08-10-2015,Maldives,MV,2015,SUCCESS,Ahmed Rasheed,0,FALSE,Used Average of Season Before and After,TRUE,Ahmed Rasheed,Ahmed Nashid,single,Yes,['Nashid Ahmed'],Nashid Ahmed,Done
884,884,2349,"World Cup Qualifiers, Asia, 2018",Cambodia vs Japan,17-11-2015,Cambodia,KH,2015,SUCCESS,Pom Tola,0,FALSE,Used Average of Season Before and After,TRUE,Pom Tola,N Tola,single,Yes,['Tola Nub'],Tola Nub,Done
885,885,2355,"World Cup Qualifiers, Asia, 2018",Timor-Leste vs United Arab Emirates,16-06-2015,Timor-Leste,TL,2015,SUCCESS,"['Ramos Maxanches', 'Domingos Ramos Freitas']",0,FALSE,Used Average of Season Before and After,TRUE,"['Ramos Maxanches', 'Domingos Ramos Freitas']",Ramos,multiple,Yes,"['Ramos Maxanches', 'Domingos Ramos Freitas']",Ramos Maxanches,Done
886,886,2368,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Iraq,17-11-2015,Chinese Taipei,TW,2015,SUCCESS,Chiu-Lin Huang,0,FALSE,Used Average of Season Before and After,TRUE,Chiu-Lin Huang,Chiu Yu-hung,single,Yes,['Yu-Hung Chiu'],Yu-Hung Chiu,Done
887,887,2368,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Iraq,17-11-2015,Chinese Taipei,TW,2015,SUCCESS,Cheng Chou,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,Cheng Chou,Chen Chia-chun,single,Yes,['Chia-Chun Chen'],['Chia-Chun Chen'],Done
888,888,2368,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Iraq,17-11-2015,Chinese Taipei,TW,2015,SUCCESS,Wen-Chieh Pan,75000,FALSE,Found in Curr Season,TRUE,Wen-Chieh Pan,Wen Chih-hao,single,Yes,['Chih-Hao Wen'],Chih-Hao Wen,Done
889,889,4092,"World Cup 2022, Qualifiers, CONCACAF",Bahamas vs Saint Kitts and Nevis,27-Mar-21,Saint Kitts and Nevis,KN,2021,SUCCESS,"['Julani Archibald', 'Steve Archibald']",75000,FALSE,Used Average of Season Before and After,TRUE,"['Julani Archibald', 'Steve Archibald']",Archibald,multiple,Yes,"['Julani Archibald', 'Steve Archibald']",Julani Archibald,Done
890,890,4092,"World Cup 2022, Qualifiers, CONCACAF",Bahamas vs Saint Kitts and Nevis,27-Mar-21,Saint Kitts and Nevis,KN,2021,SUCCESS,"['Raheem Somersall', 'Travis Somersall']",75000,FALSE,Used Average of Season Before and After,TRUE,"['Raheem Somersall', 'Travis Somersall']",Somersall,multiple,Yes,"['Raheem Somersall', 'Travis Somersall']",Raheem Somersall,Done
891,891,4092,"World Cup 2022, Qualifiers, CONCACAF",Bahamas vs Saint Kitts and Nevis,27-Mar-21,Saint Kitts and Nevis,KN,2021,SUCCESS,"['Patrece Liburd', 'Malik Liburd', 'Kendale Liburd', 'Rowan Liburd']",75000,FALSE,Used Average of Season Before and After,TRUE,"['Patrece Liburd', 'Malik Liburd', 'Kendale Liburd', 'Rowan Liburd']",Liburd,multiple,Yes,"['Patrece Liburd', 'Malik Liburd', 'Kendale Liburd', 'Rowan Liburd']",Rowan Liburd,Done
892,892,2924,"World Cup Qualifiers, Europe, 2014",Montenegro vs Moldova,15-10-2013,Montenegro,ME,2013,SUCCESS,Milan Jovanovic,575000,FALSE,Used Average of Season Before and After,TRUE,Milan Jovanovic,M Jovanović,single,Yes,['Andjelko Jovanović'],Milan Jovanovic,Done
893,893,4129,"World Cup 2022, Qualifiers, CONCACAF",Trinidad and Tobago vs Saint Kitts and Nevis,08-Jun-21,Saint Kitts and Nevis,KN,2021,SUCCESS,"['Raheem Somersall', 'Travis Somersall']",75000,FALSE,Used Average of Season Before and After,TRUE,"['Raheem Somersall', 'Travis Somersall']",Somersall,multiple,Yes,"['Raheem Somersall', 'Travis Somersall']",Raheem Somersall,Done
894,894,4131,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs Antigua and Barbuda,08-Jun-21,El Salvador,SV,2021,SUCCESS,"['Giovanni Zavaleta', 'Eriq Zavaleta']",537500,FALSE,Used Average of Season Before and After,TRUE,"['Giovanni Zavaleta', 'Eriq Zavaleta']",Zavaleta,multiple,Yes,"['Giovanni Zavaleta', 'Eriq Zavaleta']",Eriq Zavaleta,Done
895,895,4133,"World Cup 2022, Qualifiers, CONCACAF",Barbados vs Dominica,08-Jun-21,Dominica,DM,2021,SUCCESS,"['Eric Wade', 'Julian Wade']",0,FALSE,Used Average of Season Before and After,TRUE,"['Eric Wade', 'Julian Wade']",Wade,multiple,Yes,"['Eric Wade', 'Julian Wade']",Julian Wade,Done
896,896,4141,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs Saint Kitts and Nevis,15-Jun-21,El Salvador,SV,2021,SUCCESS,"['Giovanni Zavaleta', 'Eriq Zavaleta']",537500,FALSE,Used Average of Season Before and After,TRUE,"['Giovanni Zavaleta', 'Eriq Zavaleta']",Zavaleta,multiple,Yes,"['Giovanni Zavaleta', 'Eriq Zavaleta']",Eriq Zavaleta,Done
897,897,4141,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs Saint Kitts and Nevis,15-Jun-21,Saint Kitts and Nevis,KN,2021,SUCCESS,"['Julani Archibald', 'Steve Archibald']",75000,FALSE,Used Average of Season Before and After,TRUE,"['Julani Archibald', 'Steve Archibald']",Archibald,multiple,Yes,"['Julani Archibald', 'Steve Archibald']",Julani Archibald,Done
898,898,4144,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs USA,02-Sep-21,El Salvador,SV,2021,SUCCESS,"['Giovanni Zavaleta', 'Eriq Zavaleta']",537500,FALSE,Used Average of Season Before and After,TRUE,"['Giovanni Zavaleta', 'Eriq Zavaleta']",Zavaleta,multiple,Yes,"['Giovanni Zavaleta', 'Eriq Zavaleta']",Eriq Zavaleta,Done
899,899,4147,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs Honduras,05-Sep-21,El Salvador,SV,2021,SUCCESS,"['Giovanni Zavaleta', 'Eriq Zavaleta']",537500,FALSE,Used Average of Season Before and After,TRUE,"['Giovanni Zavaleta', 'Eriq Zavaleta']",Zavaleta,multiple,Yes,"['Giovanni Zavaleta', 'Eriq Zavaleta']",Eriq Zavaleta,Done
900,900,4402,"World Cup 2022, Qualifiers, CONMEBOL",Peru vs Venezuela,05-Sep-21,Venezuela,VE,2021,SUCCESS,"['Júnior Moreno', 'Johan Moreno']",1250000,FALSE,Used Average of Season Before and After,TRUE,"['Júnior Moreno', 'Johan Moreno']",J Moreno,multiple,Yes,"['Júnior Moreno', 'Johan Moreno']",Júnior Moreno,Done
901,901,4402,"World Cup 2022, Qualifiers, CONMEBOL",Peru vs Venezuela,05-Sep-21,Venezuela,VE,2021,SUCCESS,"['Pedro Ramírez', 'Eric Ramírez']",550000,FALSE,Used Average of Season Before and After,TRUE,"['Pedro Ramírez', 'Eric Ramírez']",Ramírez,multiple,Yes,"['Pedro Ramírez', 'Eric Ramírez']",Eric Ramírez,Done
902,902,4404,"World Cup 2022, Qualifiers, CONMEBOL",Paraguay vs Venezuela,09-Sep-21,Paraguay,PY,2021,SUCCESS,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",3400000,FALSE,Used Average of Season Before and After,TRUE,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",Rojas,multiple,Yes,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",Robert Rojas,Done
903,903,4404,"World Cup 2022, Qualifiers, CONMEBOL",Paraguay vs Venezuela,09-Sep-21,Venezuela,VE,2021,SUCCESS,"['Luis González', 'Óscar González', 'César González']",350000,FALSE,Used Average of Season Before and After,TRUE,"['Luis González', 'Óscar González', 'César González']",Gonzalez,multiple,Yes,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']",Alexander González,Done
904,904,4404,"World Cup 2022, Qualifiers, CONMEBOL",Paraguay vs Venezuela,09-Sep-21,Venezuela,VE,2021,SUCCESS,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']",337500,FALSE,Used Average of Season Before and After,TRUE,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']",González,multiple,Yes,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']",Óscar González,Done
905,905,4404,"World Cup 2022, Qualifiers, CONMEBOL",Paraguay vs Venezuela,09-Sep-21,Venezuela,VE,2021,SUCCESS,"['Júnior Moreno', 'Johan Moreno']",1250000,FALSE,Used Average of Season Before and After,TRUE,"['Júnior Moreno', 'Johan Moreno']",J Moreno,multiple,Yes,"['Júnior Moreno', 'Johan Moreno']",Júnior Moreno,Done
906,906,4408,"World Cup 2022, Qualifiers, CONMEBOL",Venezuela vs Brazil,07-Oct-21,Venezuela,VE,2021,SUCCESS,"['Dani Hernández', 'José Hernández', 'Ronald Hernández']",350000,FALSE,Used Average of Season Before and After,TRUE,"['Dani Hernández', 'José Hernández', 'Ronald Hernández']",Hernández,multiple,Yes,"['Dani Hernández', 'José Hernández', 'Ronald Hernández']",Ronald Hernández,Done
907,907,4408,"World Cup 2022, Qualifiers, CONMEBOL",Venezuela vs Brazil,07-Oct-21,Venezuela,VE,2021,SUCCESS,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']",337500,FALSE,Used Average of Season Before and After,TRUE,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']",González,multiple,Yes,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']",Óscar González,Done
908,908,4412,"World Cup 2022, Qualifiers, CONMEBOL",Paraguay vs Argentina,07-Oct-21,Paraguay,PY,2021,SUCCESS,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",3400000,FALSE,Used Average of Season Before and After,TRUE,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",Rojas,multiple,Yes,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",Robert Rojas,Done
909,909,4414,"World Cup 2022, Qualifiers, CONMEBOL",Venezuela vs Ecuador,10-Oct-21,Venezuela,VE,2021,SUCCESS,"['Dani Hernández', 'José Hernández', 'Ronald Hernández']",350000,FALSE,Used Average of Season Before and After,TRUE,"['Dani Hernández', 'José Hernández', 'Ronald Hernández']",Hernández,multiple,Yes,"['Dani Hernández', 'José Hernández', 'Ronald Hernández']",Ronald Hernández,Done
910,910,4414,"World Cup 2022, Qualifiers, CONMEBOL",Venezuela vs Ecuador,10-Oct-21,Venezuela,VE,2021,SUCCESS,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']",337500,FALSE,Used Average of Season Before and After,TRUE,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']",González,multiple,Yes,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']",Óscar González,Done
911,911,4414,"World Cup 2022, Qualifiers, CONMEBOL",Venezuela vs Ecuador,10-Oct-21,Venezuela,VE,2021,SUCCESS,"['Pedro Ramírez', 'Eric Ramírez']",550000,FALSE,Used Average of Season Before and After,TRUE,"['Pedro Ramírez', 'Eric Ramírez']",Ramírez,multiple,Yes,"['Pedro Ramírez', 'Eric Ramírez']",Eric Ramírez,Done
912,912,4417,"World Cup 2022, Qualifiers, CONMEBOL",Chile vs Paraguay,10-Oct-21,Paraguay,PY,2021,SUCCESS,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",3400000,FALSE,Used Average of Season Before and After,TRUE,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",Rojas,multiple,Yes,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",Robert Rojas,Done
913,913,4419,"World Cup 2022, Qualifiers, CONMEBOL",Bolivia vs Paraguay,14-Oct-21,Paraguay,PY,2021,SUCCESS,"['Luis Cardozo', 'Óscar Cardozo']",1500000,FALSE,Found in Curr Season,TRUE,"['Luis Cardozo', 'Óscar Cardozo']",Cardozo,multiple,Yes,"['Luis Cardozo', 'Ángel Cardozo Lucena', 'Óscar Cardozo']",Ángel Cardozo Lucena,Done
914,914,4422,"World Cup 2022, Qualifiers, CONMEBOL",Chile vs Venezuela,14-Oct-21,Venezuela,VE,2021,SUCCESS,"['Dani Hernández', 'José Hernández', 'Ronald Hernández']",350000,FALSE,Used Average of Season Before and After,TRUE,"['Dani Hernández', 'José Hernández', 'Ronald Hernández']",Hernández,multiple,Yes,"['Dani Hernández', 'José Hernández', 'Ronald Hernández']",Ronald Hernández,Done
915,915,4422,"World Cup 2022, Qualifiers, CONMEBOL",Chile vs Venezuela,14-Oct-21,Venezuela,VE,2021,SUCCESS,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']",337500,FALSE,Used Average of Season Before and After,TRUE,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']",González,multiple,Yes,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']",Óscar González,Done
916,916,4422,"World Cup 2022, Qualifiers, CONMEBOL",Chile vs Venezuela,14-Oct-21,Venezuela,VE,2021,SUCCESS,"['Pedro Ramírez', 'Eric Ramírez']",550000,FALSE,Used Average of Season Before and After,TRUE,"['Pedro Ramírez', 'Eric Ramírez']",Ramírez,multiple,Yes,"['Pedro Ramírez', 'Eric Ramírez']",Eric Ramírez,Done
917,917,4423,"World Cup 2022, Qualifiers, CONMEBOL",Ecuador vs Venezuela,11-Nov-21,Venezuela,VE,2021,SUCCESS,"['Pedro Ramírez', 'Eric Ramírez']",550000,FALSE,Used Average of Season Before and After,TRUE,"['Pedro Ramírez', 'Eric Ramírez']",Ramírez,multiple,Yes,"['Pedro Ramírez', 'Eric Ramírez']",Eric Ramírez,Done
