,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status New
128,128,128,128,28960,294,3045,"World Cup Qualifiers, Europe, 2018",Turkey vs Finland,24-03-2017,Turkey,TR,2017,FAIL,"['Arda Turan', 'Atila Turan']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 10 A. Turan",FALSE,Arda Turan,A Turan,multiple,Done
129,129,129,129,29570,904,3073,"World Cup Qualifiers, Europe, 2018",Luxembourg vs Sweden,07-10-2016,Luxembourg,LU,2016,FAIL,"['Marvin Martins', 'Timothy Martin', 'Yann Matias']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 8 C. Martins",FALSE,Christopher Martins Pereira,C Martins,multiple,Done
130,130,130,130,29830,64,1368,"Olympics, 2020",Honduras vs Romania,2021-07-22,Romania,RO,2021,FAIL,"['Valentin Crețu', 'Valentin Cojocaru', 'Valentin Lazăr']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Valentin Crețu', 'Valentin Cojocaru', 'Valentin Lazăr']",FALSE,Valentin Gheorghe,Valentin Gheorghe,multiple,Done
131,131,131,131,30653,887,1407,Nations League 2018-2020,Iceland vs Switzerland,15.10.18,Iceland,IS,2018,FAIL,"['Aron Bjarnason', 'Arnór Smárason', 'Aron Gunnarsson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 14. Arnason",FALSE,Kari Arnason,Arnason,multiple,Done
132,132,132,132,30686,920,1408,Nations League 2018-2020,Belgium vs Iceland,15.11.18,Iceland,IS,2018,FAIL,"['Aron Bjarnason', 'Arnór Smárason', 'Aron Gunnarsson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 14. Arnason",FALSE,Kari Arnason,Arnason,multiple,Done
133,133,133,133,32156,190,2334,"World Cup Qualifiers, Asia, 2018",Jordan vs Bangladesh,24-03-2016,Bangladesh,BD,2016,FAIL,"['Mazharul Islam', 'Md Rafiqul Islam']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Mazharul Islam', 'Md Rafiqul Islam']",FALSE,Karim Razaul,M Razaul Karim,multiple,Done
134,134,134,134,32338,372,2342,"World Cup Qualifiers, Asia, 2018",Syria vs Cambodia,24-03-2016,Cambodia,KH,2016,FAIL,"['Sok Sovan', 'Sok Heang']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS Sok Samnang",FALSE,Samnang Sok,Sok Samnang,multiple,Done
135,135,135,135,32403,437,2345,"World Cup Qualifiers, Asia, 2018",China PR vs Maldives,24-03-2016,Maldives,MV,2016,FAIL,"['Haisham Hassan', 'Humaid Hussain', 'Ahmed Hassan']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Haisham Hassan', 'Humaid Hussain', 'Ahmed Hassan']",FALSE,Hassan Naiz,Naiz Hassan,multiple,Done
136,136,136,136,32735,769,2360,"World Cup Qualifiers, Asia, 2018",Lebanon vs Myanmar,29-03-2016,Myanmar,MM,2016,FAIL,"['Sithu Aung', 'Than Htet Aung', 'Thiha Htet Aung']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS Thu Aung",FALSE,Aung Thu,Thu Aung,multiple,Done
137,137,137,137,33010,1044,2373,"World Cup Qualifiers, Asia, 2018",Bahrain vs Yemen,24-03-2016,Bahrain,BH,2016,FAIL,"['Abdulla Shallal', 'Abdulla Yasser']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 14 Abdulla Yusuf Helal",FALSE,Yusuf,Abdulla Yusuf Helal,multiple,Done
138,138,138,138,33025,1059,2374,"World Cup Qualifiers, Asia, 2018",Vietnam vs Thailand,13-10-2015,Vietnam,VN,2015,FAIL,"['Minh Toan Tran', 'Dinh Trong Tran']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Minh Toan Tran', 'Dinh Trong Tran']",FALSE,Tan Sinh Huynh,inh Tin Thành,multiple,Done
139,139,139,139,33090,24,4047,"World Cup 2018, Qualifiers, CONCACAF",USA vs Mexico,11-Nov-16,USA,US,2016,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
140,140,140,140,33093,27,4047,"World Cup 2018, Qualifiers, CONCACAF",USA vs Mexico,11-Nov-16,USA,US,2016,FAIL,"['Jermaine Jones', 'DeJuan Jones']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jermaine Jones', 'DeJuan Jones']",FALSE,Jermaine Jones,Jones,multiple,Done
141,141,141,141,33096,30,4047,"World Cup 2018, Qualifiers, CONCACAF",USA vs Mexico,11-Nov-16,USA,US,2016,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Fabian Johnson,Johnson,multiple,Done
142,142,142,142,33167,101,4050,"World Cup 2018, Qualifiers, CONCACAF",Costa Rica vs USA,15-Nov-16,USA,US,2016,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
143,143,143,143,33170,104,4050,"World Cup 2018, Qualifiers, CONCACAF",Costa Rica vs USA,15-Nov-16,USA,US,2016,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Fabian Johnson,Johnson,multiple,Done
144,144,144,144,33171,105,4050,"World Cup 2018, Qualifiers, CONCACAF",Costa Rica vs USA,15-Nov-16,USA,US,2016,FAIL,"['Jermaine Jones', 'DeJuan Jones']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jermaine Jones', 'DeJuan Jones']",FALSE,Jermaine Jones,Jones,multiple,Done
145,145,145,145,33244,178,4054,"World Cup 2018, Qualifiers, CONCACAF",USA vs Honduras,24-Mar-17,USA,US,2017,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
146,146,146,146,33321,255,4057,"World Cup 2018, Qualifiers, CONCACAF",Panama vs USA,28-Mar-17,USA,US,2017,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
147,147,147,147,33326,260,4057,"World Cup 2018, Qualifiers, CONCACAF",Panama vs USA,28-Mar-17,USA,US,2017,FAIL,"['Jermaine Jones', 'DeJuan Jones']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jermaine Jones', 'DeJuan Jones']",FALSE,Jermaine Jones,Jones,multiple,Done
148,148,148,148,33338,272,4058,"World Cup 2018, Qualifiers, CONCACAF",USA vs Trinidad and Tobago,08-Jun-17,USA,US,2017,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Fabian Johnson,Johnson,multiple,Done
149,149,149,149,33408,342,4061,"World Cup 2018, Qualifiers, CONCACAF",Mexico vs USA,11-Jun-17,USA,US,2017,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
150,150,150,150,33439,373,4062,"World Cup 2018, Qualifiers, CONCACAF",Panama vs Honduras,13-Jun-17,Honduras,HN,2017,FAIL,"['Mario Martínez', 'Rony Martínez', 'Wálter Martínez', 'Douglas Martínez', 'Francisco Martínez', 'Julián Martínez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 24 Martínez",FALSE,Rony Martinez,Martínez,multiple,Done
151,151,151,151,33470,404,4064,"World Cup 2018, Qualifiers, CONCACAF",USA vs Costa Rica,01-Sep-17,USA,US,2017,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Fabian Johnson,Johnson,multiple,Done
152,152,152,152,33541,475,4067,"World Cup 2018, Qualifiers, CONCACAF",Honduras vs USA,05-Sep-17,USA,US,2017,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
153,153,153,153,33549,483,4067,"World Cup 2018, Qualifiers, CONCACAF",Honduras vs USA,05-Sep-17,USA,US,2017,FAIL,"['Jordan Morris', 'Aidan Morris']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jordan Morris', 'Aidan Morris']",FALSE,Jordan Morris,Morris,multiple,Done
154,154,154,154,33596,530,4070,"World Cup 2018, Qualifiers, CONCACAF",USA vs Panama,06-Oct-17,USA,US,2017,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
155,155,155,155,33636,570,4071,"World Cup 2018, Qualifiers, CONCACAF",Mexico vs Trinidad and Tobago,06-Oct-17,Trinidad and Tobago,TT,2017,FAIL,"['Jamali Garcia', 'Justin Garcia']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jamali Garcia', 'Justin Garcia']",FALSE,Justin Garcia,Garcia,multiple,Done
156,156,156,156,33713,647,4075,"World Cup 2018, Qualifiers, CONCACAF",Trinidad and Tobago vs USA,10-Oct-17,Trinidad and Tobago,TT,2017,FAIL,"['Jamali Garcia', 'Justin Garcia']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jamali Garcia', 'Justin Garcia']",FALSE,Justin Garcia,Garcia,multiple,Done
157,157,157,157,33717,651,4075,"World Cup 2018, Qualifiers, CONCACAF",Trinidad and Tobago vs USA,10-Oct-17,USA,US,2017,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
158,158,158,158,33943,877,4086,"World Cup 2022, Qualifiers, CONCACAF",Canada vs Bermuda,25-Mar-21,Bermuda,BM,2021,FAIL,"['Cecoy Robinson', 'Luke Robinson', 'Riley Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 14 Robinson",FALSE,Luke Robinson,Robinson,multiple,Done
159,159,159,159,33978,912,4088,"World Cup 2022, Qualifiers, CONCACAF",Panama vs Barbados,25-Mar-21,Panama,PA,2021,FAIL,"['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",FALSE,Puma,Rodríguez,multiple,Done
160,160,160,160,36788,488,2903,"World Cup Qualifiers, Europe, 2014",Armenia vs Czech Republic,26-03-2013,Armenia,AM,2013,FAIL,"['Aleksandr Karapetyan', 'Sevak Aslanyan', 'Narek Aslanyan']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Aleksandr Karapetyan', 'Sevak Aslanyan', 'Narek Aslanyan']",FALSE,Valeri Aleksanyan,V Aleksanyan,multiple,Done
161,161,161,161,36925,625,2909,"World Cup Qualifiers, Europe, 2014",Norway vs Switzerland,10-09-2013,Norway,NO,2013,FAIL,"['Morten Gamst Pedersen', 'Marcus Pedersen']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS M. Pedersen",FALSE,Marcus Pedersen,M Pedersen,multiple,Done
162,162,162,162,37273,973,2925,"World Cup Qualifiers, Europe, 2014",Turkey vs Netherlands,15-10-2013,Turkey,TR,2013,FAIL,"['Arda Turan', 'Atila Turan']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS A. Turan",FALSE,Arda Turan,A Turan,multiple,Done
163,163,163,163,38311,911,4139,"World Cup 2022, Qualifiers, CONCACAF",Panama vs Curaçao,12-Jun-21,Panama,PA,2021,FAIL,"['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",FALSE,Puma,Rodríguez,multiple,Done
164,164,164,164,38344,944,4140,"World Cup 2022, Qualifiers, CONCACAF",Curaçao vs Panama,15-Jun-21,Panama,PA,2021,FAIL,"['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",FALSE,Puma,Rodríguez,multiple,Done
165,165,165,165,38409,1009,4143,"World Cup 2022, Qualifiers, CONCACAF",Canada vs Honduras,02-Sep-21,Honduras,HN,2021,FAIL,"['Luis López', 'Alexander López', 'Iván López', 'Kevin López', 'Roberto López']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 10 López",FALSE,Luis Lopez,López,multiple,Done
166,166,166,166,38425,1025,4144,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs USA,02-Sep-21,USA,US,2021,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
167,167,167,167,38428,1028,4144,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs USA,02-Sep-21,USA,US,2021,FAIL,"['Weston McKennie', 'Mark McKenzie', 'Kenny Saief']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Weston McKennie', 'Mark McKenzie', 'Kenny Saief']",FALSE,Weston Mckennie,Mc Kennie,multiple,Done
168,168,168,168,38430,1030,4144,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs USA,02-Sep-21,USA,US,2021,FAIL,"['Brenden Aaronson', 'Paxten Aaronson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Brenden Aaronson', 'Paxten Aaronson']",FALSE,Brenden Aaronson,Aaronson,multiple,Done
169,169,169,169,38443,1043,4145,"World Cup 2022, Qualifiers, CONCACAF",Panama vs Costa Rica,02-Sep-21,Panama,PA,2021,FAIL,"['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",FALSE,Puma,Rodríguez,multiple,Done
170,170,170,170,38475,1075,4146,"World Cup 2022, Qualifiers, CONCACAF",Mexico vs Jamaica,02-Sep-21,Jamaica,JM,2021,FAIL,"['Romario Campbell', 'Sergio Campbell', 'Ray Campbell', 'Norman Campbell', 'Devonte Campbell', 'Kenroy Campbell', 'Kymani Campbell']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 7 Campbell",FALSE,Norman Campbell,Campbell,multiple,Done
171,171,171,171,38601,101,4405,"World Cup 2022, Qualifiers, CONMEBOL",Uruguay vs Ecuador,09-Sep-21,Ecuador,EC,2021,FAIL,"['Leonardo Campana', 'Leonel Quiñónez', 'Leonardo Realpe']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 5 Leon",FALSE,Fernando Leon,Leon,multiple,Done
172,172,172,172,40777,77,2582,"World Cup Qualifiers, Asia, 2022",Saudi Arabia vs Vietnam,02-09-2021,Vietnam,VN,2021,FAIL,"['Minh Toan Tran', 'Phi Son Tran']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Minh Toan Tran', 'Phi Son Tran']",FALSE,Bùi Tấn Trường,Bùi Tn Trng,multiple,Done
173,173,173,173,40781,81,2582,"World Cup Qualifiers, Asia, 2022",Saudi Arabia vs Vietnam,02-09-2021,Vietnam,VN,2021,FAIL,"['Nguyen Manh Tran', 'Ngoc Thinh Vu']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Nguyen Manh Tran', 'Ngoc Thinh Vu']",FALSE,Thanh Chung Nguyen,Nguyn Thành Chung,multiple,Done
174,174,174,174,41008,308,2593,"World Cup Qualifiers, Asia, 2022",Vietnam vs Indonesia,07-06-2021,Vietnam,VN,2021,FAIL,"['Minh Toan Tran', 'Phi Son Tran']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Minh Toan Tran', 'Phi Son Tran']",FALSE,Bùi Tấn Trường,Bùi Tn Trng,multiple,Done
175,175,175,175,41085,385,2596,"World Cup Qualifiers, Asia, 2022",Malaysia vs Vietnam,11-6-2021,Vietnam,VN,2021,FAIL,"['Minh Toan Tran', 'Phi Son Tran']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Minh Toan Tran', 'Phi Son Tran']",FALSE,Bùi Tấn Trường,Bùi Tn Trng,multiple,Done
176,176,176,176,41095,395,2596,"World Cup Qualifiers, Asia, 2022",Malaysia vs Vietnam,11-6-2021,Vietnam,VN,2021,FAIL,"['Nguyen Sa Pham', 'Duy Cuong Luong']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Nguyen Sa Pham', 'Duy Cuong Luong']",FALSE,Cong Phuong Nguyen,Nguyn Công Phng,multiple,Done
177,177,177,177,41173,473,2600,"World Cup Qualifiers, Asia, 2022",Iraq vs Syria,11-11-2021,Syria,SY,2021,FAIL,"['Ahmad Al-Khassi', 'Ahmad Al-Shemali', 'Khaled Al-Mobayed']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Ahmad Al-Khassi', 'Ahmad Al-Shemali', 'Khaled Al-Mobayed']",FALSE,Khalid Ali Al-Hajjaji,Khalid Alhaji,multiple,Done
178,178,178,178,41459,759,2613,"World Cup Qualifiers, Asia, 2022",China PR vs Vietnam,07-10-2021,Vietnam,VN,2021,FAIL,"['Minh Toan Tran', 'Phi Son Tran']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Minh Toan Tran', 'Phi Son Tran']",FALSE,Bùi Tấn Trường,Bùi Tn Trng,multiple,Done
179,179,179,179,43176,276,1934,"World Cup Qualifiers, Africa, 2018",Namibia vs Gambia,13-10-2015,Gambia,GM,2015,FAIL,"['Abdou Jammeh', 'Adama Jammeh']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Abdou Jammeh', 'Adama Jammeh']",FALSE,Adama Jammeh,A Jammeh,multiple,Done
180,180,180,180,43179,279,1934,"World Cup Qualifiers, Africa, 2018",Namibia vs Gambia,13-10-2015,Gambia,GM,2015,FAIL,"['Omar Jagne', 'Saihou Jagne']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar Jagne', 'Saihou Jagne']",FALSE,Pa Modou,P Jagne,multiple,Done
181,181,181,181,43182,282,1934,"World Cup Qualifiers, Africa, 2018",Namibia vs Gambia,13-10-2015,Gambia,GM,2015,FAIL,"['Sanna Nyassi', 'Sainey Nyassi']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sanna Nyassi', 'Sainey Nyassi']",FALSE,Sanna Nyassi,S Nyassi,multiple,Done
182,182,182,182,43184,284,1934,"World Cup Qualifiers, Africa, 2018",Namibia vs Gambia,13-10-2015,Gambia,GM,2015,FAIL,"['Momodou Ceesay', 'Matarr Ceesay']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Momodou Ceesay', 'Matarr Ceesay']",FALSE,Momodou Ceesay,M Ceesay,multiple,Done
183,183,183,183,45127,27,4351,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Uruguay,05-Sep-17,Uruguay,UY,2017,FAIL,"['Gastón Giménez', 'Néstor Giménez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Gastón Giménez', 'Néstor Giménez']",FALSE,José María Giménez,Giménez,multiple,Done
184,184,184,184,45133,33,4351,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Uruguay,05-Sep-17,Uruguay,UY,2017,FAIL,"['Martín Silva', 'Alejandro Silva', 'Gastón Silva']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 12 Silva",FALSE,Alejandro Silva,Silva,multiple,Done
185,185,185,185,45221,121,4355,"World Cup 2018, Qualifiers, CONMEBOL",Colombia vs Paraguay,05-Oct-17,Paraguay,PY,2017,FAIL,"['Antony Silva', 'Paulo da Silva', 'Joel Silva']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 12 Silva",FALSE,Antony Silva,Silva,multiple,Done
186,186,186,186,45320,220,4360,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Venezuela,10-Oct-17,Paraguay,PY,2017,FAIL,"['Antony Silva', 'Paulo da Silva', 'Joel Silva']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 12 Silva",FALSE,Antony Silva,Silva,multiple,Done
187,187,187,187,45739,639,4380,"World Cup 2022, Qualifiers, CONMEBOL",Venezuela vs Chile,17-Nov-20,Venezuela,VE,2020,FAIL,"['Luis González', 'Óscar González', 'César González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 21 Gonzalez",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
188,188,188,188,45843,743,4384,"World Cup 2022, Qualifiers, CONMEBOL",Bolivia vs Venezuela,03-Jun-21,Venezuela,VE,2021,FAIL,"['Luis González', 'Óscar González', 'César González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Luis González', 'Óscar González', 'César González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
189,189,189,189,45866,766,4385,"World Cup 2022, Qualifiers, CONMEBOL",Uruguay vs Paraguay,03-Jun-21,Paraguay,PY,2021,FAIL,"['Luis Cardozo', 'Óscar Cardozo']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Luis Cardozo', 'Óscar Cardozo']",FALSE,Angel Cardozo Lucena,Cardozo,multiple,Done
190,190,190,190,45981,881,4391,"World Cup 2022, Qualifiers, CONMEBOL",Venezuela vs Uruguay,08-Jun-21,Venezuela,VE,2021,FAIL,"['Luis González', 'Óscar González', 'César González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Luis González', 'Óscar González', 'César González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
191,191,191,191,46010,910,4392,"World Cup 2022, Qualifiers, CONMEBOL",Paraguay vs Brazil,08-Jun-21,Paraguay,PY,2021,FAIL,"['Luis Cardozo', 'Óscar Cardozo']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Luis Cardozo', 'Óscar Cardozo']",FALSE,Angel Cardozo Lucena,Cardozo,multiple,Done
